protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT870_2_Q14444	Q14444	CAPR1_HUMAN	Caprin-1	Representative isoform	1	2	1
PRT870_2_Q14980	Q14980	NUMA1_HUMAN	Nuclear mitotic apparatus protein 1	Representative isoform	1	4	1
PRT870_2_Q70J99	Q70J99	UN13D_HUMAN	Protein unc-13 homolog D	Representative isoform	1	3	1
PRT870_2_Q86W56	Q86W56	PARG_HUMAN	Poly(ADP-ribose) glycohydrolase	Representative isoform	1	3	1
PRT870_2_Q96EB6	Q96EB6	SIR1_HUMAN	NAD-dependent protein deacetylase sirtuin-1	Representative isoform	1	3	1
PRT870_2_P05386	P05386	RLA1_HUMAN	60S acidic ribosomal protein P1	Representative isoform	1	227	0
PRT870_2_Q86WB0	Q86WB0	NIPA_HUMAN	Nuclear-interacting partner of ALK	Representative isoform	1	7	1
PRT870_2_Q15366	Q15366	PCBP2_HUMAN	Poly(rC)-binding protein 2	Representative isoform	1	4	1
PRT870_2_Q9P0K7	Q9P0K7	RAI14_HUMAN	Ankycorbin	Representative isoform	1	2	1
PRT870_2_Q8TDM6	Q8TDM6	DLG5_HUMAN	Disks large homolog 5	Representative isoform	1	2	1
PRT870_2_Q15637	Q15637	SF01_HUMAN	Splicing factor 1	Representative isoform	1	64	1
PRT870_2_P49321	P49321	NASP_HUMAN	Nuclear autoantigenic sperm protein	Representative isoform	1	1	1
PRT870_2_Q96QU8	Q96QU8	XPO6_HUMAN	Exportin-6	Representative isoform	1	8	1
PRT870_2_Q14674	Q14674	ESPL1_HUMAN	Separin	Representative isoform	1	1	1
PRT870_2_Q9BZE4	Q9BZE4	NOG1_HUMAN	Nucleolar GTP-binding protein 1	Representative isoform	1	7	1
PRT870_2_P25205	P25205	MCM3_HUMAN	DNA replication licensing factor MCM3	Representative isoform	1	24	1
PRT870_2_Q9UPZ3	Q9UPZ3	HPS5_HUMAN	Hermansky-Pudlak syndrome 5 protein	Representative isoform	1	3	1
PRT870_2_P08240	P08240	SRPRA_HUMAN	Signal recognition particle receptor subunit alpha	Representative isoform	1	27	1
PRT870_2_Q8TBZ0	Q8TBZ0	CC110_HUMAN	Coiled-coil domain-containing protein 110	Representative isoform	1	1	1
PRT870_2_O43149	O43149	ZZEF1_HUMAN	Zinc finger ZZ-type and EF-hand domain-containing protein 1	Representative isoform	1	1	1
PRT870_2_Q9UPN9	Q9UPN9	TRI33_HUMAN	E3 ubiquitin-protein ligase TRIM33	Representative isoform	1	17	1
PRT870_2_Q66PJ3	Q66PJ3	AR6P4_HUMAN	ADP-ribosylation factor-like protein 6-interacting protein 4	Representative isoform	1	5	1
PRT870_2_P08047	P08047	SP1_HUMAN	Transcription factor Sp1	Representative isoform	1	4	1
PRT870_2_Q9NTJ3	Q9NTJ3	SMC4_HUMAN	Structural maintenance of chromosomes protein 4	Representative isoform	1	6	1
PRT870_2_P40818	P40818	UBP8_HUMAN	Ubiquitin carboxyl-terminal hydrolase 8	Representative isoform	1	2	1
PRT870_2_Q9UHB7	Q9UHB7	AFF4_HUMAN	AF4/FMR2 family member 4	Representative isoform	1	1	1
PRT870_2_Q14160	Q14160	SCRIB_HUMAN	Protein scribble homolog	Representative isoform	1	1	1
PRT870_2_Q8WX93	Q8WX93	PALLD_HUMAN	Palladin	Representative isoform	1	1	1
PRT870_2_Q14202	Q14202	ZMYM3_HUMAN	Zinc finger MYM-type protein 3	Representative isoform	1	1	1
PRT870_2_P00558	P00558	PGK1_HUMAN	Phosphoglycerate kinase 1	Representative isoform	1	3	1
PRT870_2_Q8TE99	Q8TE99	PXYP1_HUMAN	2-phosphoxylose phosphatase 1	Representative isoform	1	1	1
PRT870_2_P49761	P49761	CLK3_HUMAN	Dual specificity protein kinase CLK3	Representative isoform	1	2	1
PRT870_2_P04049	P04049	RAF1_HUMAN	RAF proto-oncogene serine/threonine-protein kinase	Representative isoform	1	2	1
PRT870_2_Q70E73	Q70E73	RAPH1_HUMAN	Ras-associated and pleckstrin homology domains-containing protein 1	Representative isoform	1	11	1
PRT870_2_P04406	P04406	G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase	Representative isoform	1	10	1
PRT870_2_Q9BVS4	Q9BVS4	RIOK2_HUMAN	Serine/threonine-protein kinase RIO2	Representative isoform	1	6	1
PRT870_2_P49023	P49023	PAXI_HUMAN	Paxillin	Representative isoform	1	4	1
PRT870_2_Q01518	Q01518	CAP1_HUMAN	Adenylyl cyclase-associated protein 1	Representative isoform	1	2	1
PRT870_2_Q9BRT9	Q9BRT9	SLD5_HUMAN	DNA replication complex GINS protein SLD5	Representative isoform	1	1	1
PRT870_2_Q6ZN18	Q6ZN18	AEBP2_HUMAN	Zinc finger protein AEBP2	Representative isoform	1	4	1
PRT870_2_O15164	O15164	TIF1A_HUMAN	Transcription intermediary factor 1-alpha	Representative isoform	1	3	1
PRT870_2_Q5VZL5	Q5VZL5	ZMYM4_HUMAN	Zinc finger MYM-type protein 4	Representative isoform	1	1	1
PRT870_2_Q96L91	Q96L91	EP400_HUMAN	E1A-binding protein p400	Representative isoform	1	1	1
PRT870_2_Q13596	Q13596	SNX1_HUMAN	Sorting nexin-1	Representative isoform	1	18	1
PRT870_2_Q8NEY1	Q8NEY1	NAV1_HUMAN	Neuron navigator 1	Representative isoform	1	1	1
PRT870_2_Q15293	Q15293	RCN1_HUMAN	Reticulocalbin-1	Representative isoform	1	1	1
PRT870_2_P35637	P35637	FUS_HUMAN	RNA-binding protein FUS	Representative isoform	1	1	1
PRT870_2_Q92598	Q92598	HS105_HUMAN	Heat shock protein 105 kDa	Representative isoform	1	2	1
PRT870_2_P46379	P46379	BAG6_HUMAN	Large proline-rich protein BAG6	Representative isoform	1	1	1
PRT870_2_P14618	P14618	KPYM_HUMAN	Pyruvate kinase PKM	Representative isoform	1	2	1
PRT870_2_Q93100	Q93100	KPBB_HUMAN	Phosphorylase b kinase regulatory subunit beta	Representative isoform	1	1	1
PRT870_2_Q9H3Z4	Q9H3Z4	DNJC5_HUMAN	DnaJ homolog subfamily C member 5	Representative isoform	1	4	1
PRT870_2_P49959	P49959	MRE11_HUMAN	Double-strand break repair protein MRE11	Representative isoform	1	10	1
PRT870_2_Q9P2D1	Q9P2D1	CHD7_HUMAN	Chromodomain-helicase-DNA-binding protein 7	Representative isoform	1	3	1
PRT870_2_O75376	O75376	NCOR1_HUMAN	Nuclear receptor corepressor 1	Representative isoform	1	1	1
PRT870_2_Q86VM9	Q86VM9	ZCH18_HUMAN	Zinc finger CCCH domain-containing protein 18	Representative isoform	1	1	1
PRT870_2_Q08J23	Q08J23	NSUN2_HUMAN	RNA cytosine C(5)-methyltransferase NSUN2	Representative isoform	1	48	1
PRT870_2_Q8IWZ3	Q8IWZ3	ANKH1_HUMAN	Ankyrin repeat and KH domain-containing protein 1	Representative isoform	1	1	1
PRT870_2_O15173	O15173	PGRC2_HUMAN	Membrane-associated progesterone receptor component 2	Representative isoform	1	7	1
PRT870_2_Q6P1N0	Q6P1N0	C2D1A_HUMAN	Coiled-coil and C2 domain-containing protein 1A	Representative isoform	1	1	1
PRT870_2_P78332	P78332	RBM6_HUMAN	RNA-binding protein 6	Representative isoform	1	2	1
PRT870_2_Q86YP4	Q86YP4	P66A_HUMAN	Transcriptional repressor p66-alpha	Representative isoform	1	12	1
PRT870_2_Q9UKM9	Q9UKM9	RALY_HUMAN	RNA-binding protein Raly	Representative isoform	1	47	1
PRT870_2_Q9UMY1	Q9UMY1	NOL7_HUMAN	Nucleolar protein 7	Representative isoform	1	1	1
PRT870_2_Q8IWS0	Q8IWS0	PHF6_HUMAN	PHD finger protein 6	Representative isoform	1	3	1
PRT870_2_Q99549	Q99549	MPP8_HUMAN	M-phase phosphoprotein 8	Representative isoform	1	2	1
PRT870_2_Q9HC35	Q9HC35	EMAL4_HUMAN	Echinoderm microtubule-associated protein-like 4	Representative isoform	1	4	1
PRT870_2_P16949	P16949	STMN1_HUMAN	Stathmin	Representative isoform	1	7	1
PRT870_2_Q8NBN3	Q8NBN3	TM87A_HUMAN	Transmembrane protein 87A	Representative isoform	1	1	1
PRT870_2_Q9GZR7	Q9GZR7	DDX24_HUMAN	ATP-dependent RNA helicase DDX24	Representative isoform	1	4	1
PRT870_2_Q9NPI6	Q9NPI6	DCP1A_HUMAN	mRNA-decapping enzyme 1A	Representative isoform	1	2	1
PRT870_2_Q9BQ52	Q9BQ52	RNZ2_HUMAN	Zinc phosphodiesterase ELAC protein 2	Representative isoform	1	15	1
PRT870_2_P08651	P08651	NFIC_HUMAN	Nuclear factor 1 C-type	Representative isoform	1	2	1
PRT870_2_Q96T37	Q96T37	RBM15_HUMAN	RNA-binding protein 15	Representative isoform	1	7	1
PRT870_2_Q9P2K3	Q9P2K3	RCOR3_HUMAN	REST corepressor 3	Representative isoform	1	2	1
PRT870_2_P07900	P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha	Representative isoform	1	15	1
PRT870_2_P43487	P43487	RANG_HUMAN	Ran-specific GTPase-activating protein	Representative isoform	1	28	1
PRT870_2_O75400	O75400	PR40A_HUMAN	Pre-mRNA-processing factor 40 homolog A	Representative isoform	1	19	1
PRT870_2_Q5T8D3	Q5T8D3	ACBD5_HUMAN	Acyl-CoA-binding domain-containing protein 5	Representative isoform	1	4	1
PRT870_2_O75976	O75976	CBPD_HUMAN	Carboxypeptidase D	Representative isoform	1	5	1
PRT870_2_Q05519	Q05519	SRS11_HUMAN	Serine/arginine-rich splicing factor 11	Representative isoform	1	4	1
PRT870_2_Q13017	Q13017	RHG05_HUMAN	Rho GTPase-activating protein 5	Representative isoform	1	1	1
PRT870_2_Q9H4A3	Q9H4A3	WNK1_HUMAN	Serine/threonine-protein kinase WNK1	Representative isoform	1	3	1
PRT870_2_Q12789	Q12789	TF3C1_HUMAN	General transcription factor 3C polypeptide 1	Representative isoform	1	2	1
PRT870_2_Q15054	Q15054	DPOD3_HUMAN	DNA polymerase delta subunit 3	Representative isoform	1	1	1
PRT870_2_Q6Y7W6	Q6Y7W6	GGYF2_HUMAN	GRB10-interacting GYF protein 2	Representative isoform	1	3	1
PRT870_2_P22626	P22626	ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1	Representative isoform	1	16	1
PRT870_2_O14646	O14646	CHD1_HUMAN	Chromodomain-helicase-DNA-binding protein 1	Representative isoform	1	5	1
PRT870_2_Q16643	Q16643	DREB_HUMAN	Drebrin	Representative isoform	1	2	1
PRT870_2_O00499	O00499	BIN1_HUMAN	Myc box-dependent-interacting protein 1	Representative isoform	1	1	1
PRT870_2_Q9UMZ2	Q9UMZ2	SYNRG_HUMAN	Synergin gamma	Representative isoform	1	1	1
PRT870_2_P35221	P35221	CTNA1_HUMAN	Catenin alpha-1	Representative isoform	1	2	1
PRT870_2_Q9Y5Q9	Q9Y5Q9	TF3C3_HUMAN	General transcription factor 3C polypeptide 3	Representative isoform	1	2	1
PRT870_2_Q13501	Q13501	SQSTM_HUMAN	Sequestosome-1	Representative isoform	1	1	1
PRT870_2_Q15029	Q15029	U5S1_HUMAN	116 kDa U5 small nuclear ribonucleoprotein component	Representative isoform	1	5	1
PRT870_2_Q9UK76	Q9UK76	JUPI1_HUMAN	Jupiter microtubule associated homolog 1	Representative isoform	1	6	1
PRT870_2_Q5JTH9	Q5JTH9	RRP12_HUMAN	RRP12-like protein	Representative isoform	1	6	1
PRT870_2_Q9BZF1	Q9BZF1	OSBL8_HUMAN	Oxysterol-binding protein-related protein 8	Representative isoform	1	6	1
PRT870_2_Q96JP5	Q96JP5	ZFP91_HUMAN	E3 ubiquitin-protein ligase ZFP91	Representative isoform	1	1	1
PRT870_2_P61244	P61244	MAX_HUMAN	Protein max	Representative isoform	1	3	1
PRT870_2_Q9NYV6	Q9NYV6	RRN3_HUMAN	RNA polymerase I-specific transcription initiation factor RRN3	Representative isoform	1	4	1
PRT870_2_Q9NY27	Q9NY27	PP4R2_HUMAN	Serine/threonine-protein phosphatase 4 regulatory subunit 2	Representative isoform	1	1	1
PRT870_2_E9PAV3	E9PAV3	NACAM_HUMAN	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	Representative isoform	1	51	0
PRT870_2_Q9H9J4	Q9H9J4	UBP42_HUMAN	Ubiquitin carboxyl-terminal hydrolase 42	Representative isoform	1	2	1
PRT870_2_O00541	O00541	PESC_HUMAN	Pescadillo homolog	Representative isoform	1	15	1
PRT870_2_O95453	O95453	PARN_HUMAN	Poly(A)-specific ribonuclease PARN	Representative isoform	1	2	1
PRT870_2_Q5VT52	Q5VT52	RPRD2_HUMAN	Regulation of nuclear pre-mRNA domain-containing protein 2	Representative isoform	1	1	1
PRT870_2_Q6P6C2	Q6P6C2	ALKB5_HUMAN	RNA demethylase ALKBH5	Representative isoform	1	2	1
PRT870_2_Q96G74	Q96G74	OTUD5_HUMAN	OTU domain-containing protein 5	Representative isoform	1	4	1
PRT870_2_P23497	P23497	SP100_HUMAN	Nuclear autoantigen Sp-100	Representative isoform	1	10	1
PRT870_2_Q9Y4F1	Q9Y4F1	FARP1_HUMAN	FERM, ARHGEF and pleckstrin domain-containing protein 1	Representative isoform	1	4	1
PRT870_2_Q9Y3F4	Q9Y3F4	STRAP_HUMAN	Serine-threonine kinase receptor-associated protein	Representative isoform	1	18	1
PRT870_2_Q13286	Q13286	CLN3_HUMAN	Battenin	Representative isoform	1	2	1
PRT870_2_O15119	O15119	TBX3_HUMAN	T-box transcription factor TBX3	Representative isoform	1	5	1
PRT870_2_P51531	P51531	SMCA2_HUMAN	Probable global transcription activator SNF2L2	Representative isoform	1	2	1
PRT870_2_Q9H6Z4	Q9H6Z4	RANB3_HUMAN	Ran-binding protein 3	Representative isoform	1	9	1
PRT870_2_O76094	O76094	SRP72_HUMAN	Signal recognition particle subunit SRP72	Representative isoform	1	8	1
PRT870_2_Q8WX92	Q8WX92	NELFB_HUMAN	Negative elongation factor B	Representative isoform	1	5	1
PRT870_2_Q8WWI1	Q8WWI1	LMO7_HUMAN	LIM domain only protein 7	Representative isoform	1	6	1
PRT870_2_P35580	P35580	MYH10_HUMAN	Myosin-10	Representative isoform	1	1	1
PRT870_2_Q96RT1	Q96RT1	ERBIN_HUMAN	Erbin	Representative isoform	1	1	1
PRT870_2_O95671	O95671	ASML_HUMAN	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein	Representative isoform	1	1	1
PRT870_2_A3KN83	A3KN83	SBNO1_HUMAN	Protein strawberry notch homolog 1	Representative isoform	1	2	1
PRT870_2_Q9UPN3	Q9UPN3	MACF1_HUMAN	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	Representative isoform	1	3	1
PRT870_2_P98082	P98082	DAB2_HUMAN	Disabled homolog 2	Representative isoform	1	1	1
PRT870_2_Q14137	Q14137	BOP1_HUMAN	Ribosome biogenesis protein BOP1	Representative isoform	1	19	1
PRT870_2_Q8N128	Q8N128	F177A_HUMAN	Protein FAM177A1	Representative isoform	1	1	1
PRT870_2_Q96S55	Q96S55	WRIP1_HUMAN	ATPase WRNIP1	Representative isoform	1	5	1
PRT870_2_Q13470	Q13470	TNK1_HUMAN	Non-receptor tyrosine-protein kinase TNK1	Representative isoform	1	2	1
PRT870_2_O96013	O96013	PAK4_HUMAN	Serine/threonine-protein kinase PAK 4	Representative isoform	1	1	1
PRT870_2_P08621	P08621	RU17_HUMAN	U1 small nuclear ribonucleoprotein 70 kDa	Representative isoform	1	3	1
PRT870_2_Q9Y2X7	Q9Y2X7	GIT1_HUMAN	ARF GTPase-activating protein GIT1	Representative isoform	1	1	1
PRT870_2_P35613	P35613	BASI_HUMAN	Basigin	Representative isoform	1	2	1
PRT870_2_O75530	O75530	EED_HUMAN	Polycomb protein EED	Representative isoform	1	1	1
PRT870_2_Q92538	Q92538	GBF1_HUMAN	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	Representative isoform	1	3	1
PRT870_2_Q9NZT2	Q9NZT2	OGFR_HUMAN	Opioid growth factor receptor	Representative isoform	1	3	1
PRT870_2_Q8N556	Q8N556	AFAP1_HUMAN	Actin filament-associated protein 1	Representative isoform	1	4	1
PRT870_2_P52655	P52655	TF2AA_HUMAN	Transcription initiation factor IIA subunit 1	Representative isoform	1	7	1
PRT870_2_P68104	P68104	EF1A1_HUMAN	Elongation factor 1-alpha 1	Representative isoform	1	9	0
PRT870_2_P50991	P50991	TCPD_HUMAN	T-complex protein 1 subunit delta	Representative isoform	1	5	1
PRT870_2_Q6ZNJ1	Q6ZNJ1	NBEL2_HUMAN	Neurobeachin-like protein 2	Representative isoform	1	1	1
PRT870_2_Q9UBC2	Q9UBC2	EP15R_HUMAN	Epidermal growth factor receptor substrate 15-like 1	Representative isoform	1	1	1
PRT870_2_Q14694	Q14694	UBP10_HUMAN	Ubiquitin carboxyl-terminal hydrolase 10	Representative isoform	1	19	1
PRT870_2_Q7Z5K2	Q7Z5K2	WAPL_HUMAN	Wings apart-like protein homolog	Representative isoform	1	4	1
PRT870_2_Q9UKJ3	Q9UKJ3	GPTC8_HUMAN	G patch domain-containing protein 8	Representative isoform	1	8	1
PRT870_2_Q9NZB2	Q9NZB2	F120A_HUMAN	Constitutive coactivator of PPAR-gamma-like protein 1	Representative isoform	1	1	1
PRT870_2_Q99832	Q99832	TCPH_HUMAN	T-complex protein 1 subunit eta	Representative isoform	1	2	1
PRT870_2_Q7Z4S6	Q7Z4S6	KI21A_HUMAN	Kinesin-like protein KIF21A	Representative isoform	1	5	1
PRT870_2_Q15417	Q15417	CNN3_HUMAN	Calponin-3	Representative isoform	1	15	1
PRT870_2_O14730	O14730	RIOK3_HUMAN	Serine/threonine-protein kinase RIO3	Representative isoform	1	11	1
PRT870_2_Q5T4S7	Q5T4S7	UBR4_HUMAN	E3 ubiquitin-protein ligase UBR4	Representative isoform	1	1	1
PRT870_2_O15027	O15027	SC16A_HUMAN	Protein transport protein Sec16A	Representative isoform	1	6	1
PRT870_2_Q8TEW0	Q8TEW0	PARD3_HUMAN	Partitioning defective 3 homolog	Representative isoform	1	5	1
PRT870_2_Q96A57	Q96A57	TM230_HUMAN	Transmembrane protein 230	Representative isoform	1	1	1
PRT870_2_P10636	P10636	TAU_HUMAN	Microtubule-associated protein tau	Representative isoform	1	7	1
PRT870_2_O14745	O14745	NHRF1_HUMAN	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	Representative isoform	1	1	1
PRT870_2_Q04637	Q04637	IF4G1_HUMAN	Eukaryotic translation initiation factor 4 gamma 1	Representative isoform	1	1	1
PRT870_2_P17676	P17676	CEBPB_HUMAN	CCAAT/enhancer-binding protein beta	Representative isoform	1	11	1
PRT870_2_Q9UBT2	Q9UBT2	SAE2_HUMAN	SUMO-activating enzyme subunit 2	Representative isoform	1	19	1
PRT870_2_Q96NA2	Q96NA2	RILP_HUMAN	Rab-interacting lysosomal protein	Representative isoform	1	3	1
PRT870_2_Q9HCN4	Q9HCN4	GPN1_HUMAN	GPN-loop GTPase 1	Representative isoform	1	4	1
PRT870_2_O75643	O75643	U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase	Representative isoform	1	6	1
PRT870_2_Q96N67	Q96N67	DOCK7_HUMAN	Dedicator of cytokinesis protein 7	Representative isoform	1	1	1
PRT870_2_Q13610	Q13610	PWP1_HUMAN	Periodic tryptophan protein 1 homolog	Representative isoform	1	14	1
PRT870_2_Q9HCK8	Q9HCK8	CHD8_HUMAN	Chromodomain-helicase-DNA-binding protein 8	Representative isoform	1	4	1
PRT870_2_Q3V6T2	Q3V6T2	GRDN_HUMAN	Girdin	Representative isoform	1	2	1
PRT870_2_Q02447	Q02447	SP3_HUMAN	Transcription factor Sp3	Representative isoform	1	3	1
PRT870_2_O43318	O43318	M3K7_HUMAN	Mitogen-activated protein kinase kinase kinase 7	Representative isoform	1	1	1
PRT870_2_Q9P289	Q9P289	STK26_HUMAN	Serine/threonine-protein kinase 26	Representative isoform	1	2	1
PRT870_2_Q9NP74	Q9NP74	PALMD_HUMAN	Palmdelphin	Representative isoform	1	1	1
PRT870_2_Q8WUI4	Q8WUI4	HDAC7_HUMAN	Histone deacetylase 7	Representative isoform	1	1	1
PRT870_2_Q9UBS0	Q9UBS0	KS6B2_HUMAN	Ribosomal protein S6 kinase beta-2	Representative isoform	1	1	1
PRT870_2_O60502	O60502	OGA_HUMAN	Protein O-GlcNAcase	Representative isoform	1	1	1
PRT870_2_Q96B01	Q96B01	R51A1_HUMAN	RAD51-associated protein 1	Representative isoform	1	2	1
PRT870_2_Q9H2Y7	Q9H2Y7	ZN106_HUMAN	Zinc finger protein 106	Representative isoform	1	2	1
PRT870_2_Q96EZ8	Q96EZ8	MCRS1_HUMAN	Microspherule protein 1	Representative isoform	1	2	1
PRT870_2_Q06265	Q06265	EXOS9_HUMAN	Exosome complex component RRP45	Representative isoform	1	1	1
PRT870_2_Q13033	Q13033	STRN3_HUMAN	Striatin-3	Representative isoform	1	1	1
PRT870_2_Q9BY44	Q9BY44	EIF2A_HUMAN	Eukaryotic translation initiation factor 2A	Representative isoform	1	1	1
PRT870_2_P05787	P05787	K2C8_HUMAN	Keratin, type II cytoskeletal 8	Representative isoform	1	4	1
PRT870_2_Q9UQ35	Q9UQ35	SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2	leading protein	17	166	17
PRT870_2_O60841	O60841	IF2P_HUMAN	Eukaryotic translation initiation factor 5B	leading protein	9	82	9
PRT870_2_P55081	P55081	MFAP1_HUMAN	Microfibrillar-associated protein 1	leading protein	7	62	7
PRT870_2_Q8NE71	Q8NE71	ABCF1_HUMAN	ATP-binding cassette sub-family F member 1	leading protein	7	44	7
PRT870_2_Q8WVC0	Q8WVC0	LEO1_HUMAN	RNA polymerase-associated protein LEO1	leading protein	7	26	7
PRT870_2_Q9NYF8	Q9NYF8	BCLF1_HUMAN	Bcl-2-associated transcription factor 1	leading protein	6	56	6
PRT870_2_Q02880	Q02880	TOP2B_HUMAN	DNA topoisomerase 2-beta	leading protein	6	27	6
PRT870_2_Q76FK4	Q76FK4	NOL8_HUMAN	Nucleolar protein 8	leading protein	6	33	6
PRT870_2_Q14676	Q14676	MDC1_HUMAN	Mediator of DNA damage checkpoint protein 1	leading protein	6	41	6
PRT870_2_Q6PKG0	Q6PKG0	LARP1_HUMAN	La-related protein 1	leading protein	6	38	6
PRT870_2_Q12888	Q12888	TP53B_HUMAN	TP53-binding protein 1	leading protein	6	23	6
PRT870_2_Q9H1E3	Q9H1E3	NUCKS_HUMAN	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	leading protein	5	90	5
PRT870_2_Q9H6F5	Q9H6F5	CCD86_HUMAN	Coiled-coil domain-containing protein 86	leading protein	5	48	5
PRT870_2_P49792	P49792	RBP2_HUMAN	E3 SUMO-protein ligase RanBP2	leading protein	5	26	5
PRT870_2_O43719	O43719	HTSF1_HUMAN	HIV Tat-specific factor 1	leading protein	5	32	5
PRT870_2_P22059	P22059	OSBP1_HUMAN	Oxysterol-binding protein 1	leading protein	5	20	5
PRT870_2_P19338	P19338	NUCL_HUMAN	Nucleolin	leading protein	5	300	5
PRT870_2_Q86U86	Q86U86	PB1_HUMAN	Protein polybromo-1	leading protein	4	7	4
PRT870_2_Q9P2R6	Q9P2R6	RERE_HUMAN	Arginine-glutamic acid dipeptide repeats protein	leading protein	4	11	4
PRT870_2_Q13263	Q13263	TIF1B_HUMAN	Transcription intermediary factor 1-beta	leading protein	4	43	4
PRT870_2_Q6P2E9	Q6P2E9	EDC4_HUMAN	Enhancer of mRNA-decapping protein 4	leading protein	4	21	4
PRT870_2_Q99590	Q99590	SCAFB_HUMAN	Protein SCAF11	leading protein	4	14	4
PRT870_2_P46100	P46100	ATRX_HUMAN	Transcriptional regulator ATRX	leading protein	4	17	4
PRT870_2_O00566	O00566	MPP10_HUMAN	U3 small nucleolar ribonucleoprotein protein MPP10	leading protein	4	22	4
PRT870_2_Q96TA1	Q96TA1	NIBA2_HUMAN	Protein Niban 2	leading protein	4	24	4
PRT870_2_Q14247	Q14247	SRC8_HUMAN	Src substrate cortactin	leading protein	4	32	4
PRT870_2_Q9BTC0	Q9BTC0	DIDO1_HUMAN	Death-inducer obliterator 1	leading protein	4	40	4
PRT870_2_Q7L2J0	Q7L2J0	MEPCE_HUMAN	7SK snRNA methylphosphate capping enzyme	leading protein	4	18	4
PRT870_2_Q14C86	Q14C86	GAPD1_HUMAN	GTPase-activating protein and VPS9 domain-containing protein 1	leading protein	4	6	4
PRT870_2_Q15149	Q15149	PLEC_HUMAN	Plectin	leading protein	4	14	4
PRT870_2_Q92769	Q92769	HDAC2_HUMAN	Histone deacetylase 2	leading protein	4	31	4
PRT870_2_Q9Y2W1	Q9Y2W1	TR150_HUMAN	Thyroid hormone receptor-associated protein 3	leading protein	4	29	4
PRT870_2_P46937	P46937	YAP1_HUMAN	Transcriptional coactivator YAP1	leading protein	4	15	4
PRT870_2_Q9H4L7	Q9H4L7	SMRCD_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	leading protein	4	15	4
PRT870_2_P11388	P11388	TOP2A_HUMAN	DNA topoisomerase 2-alpha	leading protein	4	11	4
PRT870_2_Q02952	Q02952	AKA12_HUMAN	A-kinase anchor protein 12	leading protein	4	19	4
PRT870_2_Q641Q2	Q641Q2	WAC2A_HUMAN	WASH complex subunit 2A	leading protein	4	21	0
PRT870_2_Q13435	Q13435	SF3B2_HUMAN	Splicing factor 3B subunit 2	leading protein	4	43	4
PRT870_2_P35659	P35659	DEK_HUMAN	Protein DEK	leading protein	4	59	4
PRT870_2_Q4LE39	Q4LE39	ARI4B_HUMAN	AT-rich interactive domain-containing protein 4B	leading protein	4	10	4
PRT870_2_P06748	P06748	NPM_HUMAN	Nucleophosmin	leading protein	4	1267	4
PRT870_2_Q96T23	Q96T23	RSF1_HUMAN	Remodeling and spacing factor 1	leading protein	3	10	3
PRT870_2_Q9UIG0	Q9UIG0	BAZ1B_HUMAN	Tyrosine-protein kinase BAZ1B	leading protein	3	21	3
PRT870_2_Q8TDD1	Q8TDD1	DDX54_HUMAN	ATP-dependent RNA helicase DDX54	leading protein	3	26	3
PRT870_2_P50402	P50402	EMD_HUMAN	Emerin	leading protein	3	21	3
PRT870_2_P16989	P16989	YBOX3_HUMAN	Y-box-binding protein 3	leading protein	3	30	3
PRT870_2_Q15185	Q15185	TEBP_HUMAN	Prostaglandin E synthase 3	leading protein	3	27	3
PRT870_2_Q9C0C2	Q9C0C2	TB182_HUMAN	182 kDa tankyrase-1-binding protein	leading protein	3	20	3
PRT870_2_O60293	O60293	ZC3H1_HUMAN	Zinc finger C3H1 domain-containing protein	leading protein	3	14	3
PRT870_2_Q9BW71	Q9BW71	HIRP3_HUMAN	HIRA-interacting protein 3	leading protein	3	8	3
PRT870_2_Q96SB4	Q96SB4	SRPK1_HUMAN	SRSF protein kinase 1	leading protein	3	24	3
PRT870_2_Q9NYV4	Q9NYV4	CDK12_HUMAN	Cyclin-dependent kinase 12	leading protein	3	58	3
PRT870_2_Q8NFC6	Q8NFC6	BD1L1_HUMAN	Biorientation of chromosomes in cell division protein 1-like 1	leading protein	3	5	3
PRT870_2_O95218	O95218	ZRAB2_HUMAN	Zinc finger Ran-binding domain-containing protein 2	leading protein	3	22	3
PRT870_2_Q9H501	Q9H501	ESF1_HUMAN	ESF1 homolog	leading protein	3	11	3
PRT870_2_P51532	P51532	SMCA4_HUMAN	Transcription activator BRG1	leading protein	3	33	3
PRT870_2_O60524	O60524	NEMF_HUMAN	Nuclear export mediator factor NEMF	leading protein	3	8	3
PRT870_2_Q13085	Q13085	ACACA_HUMAN	Acetyl-CoA carboxylase 1	leading protein	3	11	3
