protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT824_1_Q9BY89	Q9BY89	K1671_HUMAN	Uncharacterized protein KIAA1671	Representative isoform	1	4	1
PRT824_1_P47755	P47755	CAZA2_HUMAN	F-actin-capping protein subunit alpha-2	Representative isoform	1	1	1
PRT824_1_P49754	P49754	VPS41_HUMAN	Vacuolar protein sorting-associated protein 41 homolog	Representative isoform	1	1	1
PRT824_1_P31942	P31942	HNRH3_HUMAN	Heterogeneous nuclear ribonucleoprotein H3	Representative isoform	1	17	1
PRT824_1_P46087	P46087	NOP2_HUMAN	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	Representative isoform	1	4	1
PRT824_1_P08651	P08651	NFIC_HUMAN	Nuclear factor 1 C-type	Representative isoform	1	3	1
PRT824_1_Q969H6	Q969H6	POP5_HUMAN	Ribonuclease P/MRP protein subunit POP5	Representative isoform	1	8	1
PRT824_1_P30044	P30044	PRDX5_HUMAN	Peroxiredoxin-5, mitochondrial	Representative isoform	1	1	1
PRT824_1_P42684	P42684	ABL2_HUMAN	Tyrosine-protein kinase ABL2	Representative isoform	1	1	1
PRT824_1_Q9GZR7	Q9GZR7	DDX24_HUMAN	ATP-dependent RNA helicase DDX24	Representative isoform	1	1	1
PRT824_1_O00559	O00559	RCAS1_HUMAN	Receptor-binding cancer antigen expressed on SiSo cells	Representative isoform	1	1	1
PRT824_1_Q9BYW2	Q9BYW2	SETD2_HUMAN	Histone-lysine N-methyltransferase SETD2	Representative isoform	1	1	1
PRT824_1_Q7Z5K2	Q7Z5K2	WAPL_HUMAN	Wings apart-like protein homolog	Representative isoform	1	4	1
PRT824_1_P53396	P53396	ACLY_HUMAN	ATP-citrate synthase	Representative isoform	1	5	1
PRT824_1_Q99549	Q99549	MPP8_HUMAN	M-phase phosphoprotein 8	Representative isoform	1	1	1
PRT824_1_Q8TAQ2	Q8TAQ2	SMRC2_HUMAN	SWI/SNF complex subunit SMARCC2	Representative isoform	1	10	1
PRT824_1_Q02388	Q02388	CO7A1_HUMAN	Collagen alpha-1(VII) chain	Representative isoform	1	4	1
PRT824_1_P16615	P16615	AT2A2_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	Representative isoform	1	1	1
PRT824_1_Q8N556	Q8N556	AFAP1_HUMAN	Actin filament-associated protein 1	Representative isoform	1	2	1
PRT824_1_Q9ULD2	Q9ULD2	MTUS1_HUMAN	Microtubule-associated tumor suppressor 1	Representative isoform	1	1	1
PRT824_1_Q92766	Q92766	RREB1_HUMAN	Ras-responsive element-binding protein 1	Representative isoform	1	10	1
PRT824_1_Q9H788	Q9H788	SH24A_HUMAN	SH2 domain-containing protein 4A	Representative isoform	1	2	1
PRT824_1_O94875	O94875	SRBS2_HUMAN	Sorbin and SH3 domain-containing protein 2	Representative isoform	1	1	1
PRT824_1_P68363	P68363	TBA1B_HUMAN	Tubulin alpha-1B chain	Representative isoform	1	1	0
PRT824_1_O15169	O15169	AXIN1_HUMAN	Axin-1	Representative isoform	1	1	1
PRT824_1_O95835	O95835	LATS1_HUMAN	Serine/threonine-protein kinase LATS1	Representative isoform	1	2	1
PRT824_1_P05386	P05386	RLA1_HUMAN	60S acidic ribosomal protein P1	Representative isoform	1	30	0
PRT824_1_Q96RT1	Q96RT1	ERBIN_HUMAN	Erbin	Representative isoform	1	2	1
PRT824_1_Q9UM11	Q9UM11	FZR1_HUMAN	Fizzy-related protein homolog	Representative isoform	1	5	1
PRT824_1_P27824	P27824	CALX_HUMAN	Calnexin	Representative isoform	1	5	1
PRT824_1_P49419	P49419	AL7A1_HUMAN	Alpha-aminoadipic semialdehyde dehydrogenase	Representative isoform	1	2	1
PRT824_1_P11940	P11940	PABP1_HUMAN	Polyadenylate-binding protein 1	Representative isoform	1	3	0
PRT824_1_Q14789	Q14789	GOGB1_HUMAN	Golgin subfamily B member 1	Representative isoform	1	1	1
PRT824_1_P61764	P61764	STXB1_HUMAN	Syntaxin-binding protein 1	Representative isoform	1	3	1
PRT824_1_Q9BZE4	Q9BZE4	NOG1_HUMAN	Nucleolar GTP-binding protein 1	Representative isoform	1	1	1
PRT824_1_Q9Y2I7	Q9Y2I7	FYV1_HUMAN	1-phosphatidylinositol 3-phosphate 5-kinase	Representative isoform	1	1	1
PRT824_1_P25205	P25205	MCM3_HUMAN	DNA replication licensing factor MCM3	Representative isoform	1	29	1
PRT824_1_P46379	P46379	BAG6_HUMAN	Large proline-rich protein BAG6	Representative isoform	1	3	1
PRT824_1_Q9P2D1	Q9P2D1	CHD7_HUMAN	Chromodomain-helicase-DNA-binding protein 7	Representative isoform	1	2	1
PRT824_1_Q7Z589	Q7Z589	EMSY_HUMAN	BRCA2-interacting transcriptional repressor EMSY	Representative isoform	1	3	1
PRT824_1_P14859	P14859	PO2F1_HUMAN	POU domain, class 2, transcription factor 1	Representative isoform	1	4	1
PRT824_1_Q14839	Q14839	CHD4_HUMAN	Chromodomain-helicase-DNA-binding protein 4	Representative isoform	1	3	1
PRT824_1_Q8ND56	Q8ND56	LS14A_HUMAN	Protein LSM14 homolog A	Representative isoform	1	1	1
PRT824_1_P62316	P62316	SMD2_HUMAN	Small nuclear ribonucleoprotein Sm D2	Representative isoform	1	1	1
PRT824_1_P35611	P35611	ADDA_HUMAN	Alpha-adducin	Representative isoform	1	4	1
PRT824_1_Q8WX93	Q8WX93	PALLD_HUMAN	Palladin	Representative isoform	1	4	1
PRT824_1_O43684	O43684	BUB3_HUMAN	Mitotic checkpoint protein BUB3	Representative isoform	1	1	1
PRT824_1_Q9BY77	Q9BY77	PDIP3_HUMAN	Polymerase delta-interacting protein 3	Representative isoform	1	2	1
PRT824_1_Q5JTJ3	Q5JTJ3	COA6_HUMAN	Cytochrome c oxidase assembly factor 6 homolog	Representative isoform	1	1	1
PRT824_1_Q99733	Q99733	NP1L4_HUMAN	Nucleosome assembly protein 1-like 4	Representative isoform	1	2	1
PRT824_1_Q9GZT3	Q9GZT3	SLIRP_HUMAN	SRA stem-loop-interacting RNA-binding protein, mitochondrial	Representative isoform	1	6	1
PRT824_1_Q8IXM2	Q8IXM2	BAP18_HUMAN	Chromatin complexes subunit BAP18	Representative isoform	1	6	1
PRT824_1_Q9NSI6	Q9NSI6	BRWD1_HUMAN	Bromodomain and WD repeat-containing protein 1	Representative isoform	1	1	1
PRT824_1_Q9Y606	Q9Y606	TRUA_HUMAN	tRNA pseudouridine synthase A	Representative isoform	1	12	1
PRT824_1_Q5T8P6	Q5T8P6	RBM26_HUMAN	RNA-binding protein 26	Representative isoform	1	1	1
PRT824_1_Q96J01	Q96J01	THOC3_HUMAN	THO complex subunit 3	Representative isoform	1	1	1
PRT824_1_Q12906	Q12906	ILF3_HUMAN	Interleukin enhancer-binding factor 3	Representative isoform	1	11	1
PRT824_1_Q8N122	Q8N122	RPTOR_HUMAN	Regulatory-associated protein of mTOR	Representative isoform	1	1	1
PRT824_1_Q96EY7	Q96EY7	PTCD3_HUMAN	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	Representative isoform	1	21	1
PRT824_1_Q8TF01	Q8TF01	PNISR_HUMAN	Arginine/serine-rich protein PNISR	Representative isoform	1	2	1
PRT824_1_Q9P2N6	Q9P2N6	KANL3_HUMAN	KAT8 regulatory NSL complex subunit 3	Representative isoform	1	1	1
PRT824_1_Q9BWF3	Q9BWF3	RBM4_HUMAN	RNA-binding protein 4	Representative isoform	1	1	1
PRT824_1_Q9NZN8	Q9NZN8	CNOT2_HUMAN	CCR4-NOT transcription complex subunit 2	Representative isoform	1	4	1
PRT824_1_Q8NC51	Q8NC51	PAIRB_HUMAN	Plasminogen activator inhibitor 1 RNA-binding protein	Representative isoform	1	4	1
PRT824_1_P18615	P18615	NELFE_HUMAN	Negative elongation factor E	Representative isoform	1	3	1
PRT824_1_O14776	O14776	TCRG1_HUMAN	Transcription elongation regulator 1	Representative isoform	1	7	1
PRT824_1_Q8IY57	Q8IY57	YAF2_HUMAN	YY1-associated factor 2	Representative isoform	1	1	1
PRT824_1_Q9H8G2	Q9H8G2	CAAP1_HUMAN	Caspase activity and apoptosis inhibitor 1	Representative isoform	1	3	1
PRT824_1_Q9UNH7	Q9UNH7	SNX6_HUMAN	Sorting nexin-6	Representative isoform	1	1	1
PRT824_1_O75179	O75179	ANR17_HUMAN	Ankyrin repeat domain-containing protein 17	Representative isoform	1	1	1
PRT824_1_Q9ULU4	Q9ULU4	PKCB1_HUMAN	Protein kinase C-binding protein 1	Representative isoform	1	1	1
PRT824_1_P35606	P35606	COPB2_HUMAN	Coatomer subunit beta'	Representative isoform	1	4	1
PRT824_1_Q9NWB6	Q9NWB6	ARGL1_HUMAN	Arginine and glutamate-rich protein 1	Representative isoform	1	4	1
PRT824_1_Q63ZY3	Q63ZY3	KANK2_HUMAN	KN motif and ankyrin repeat domain-containing protein 2	Representative isoform	1	1	1
PRT824_1_Q9NW13	Q9NW13	RBM28_HUMAN	RNA-binding protein 28	Representative isoform	1	1	1
PRT824_1_O94776	O94776	MTA2_HUMAN	Metastasis-associated protein MTA2	Representative isoform	1	1	1
PRT824_1_Q9ULL5	Q9ULL5	PRR12_HUMAN	Proline-rich protein 12	Representative isoform	1	6	1
PRT824_1_Q13627	Q13627	DYR1A_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	Representative isoform	1	1	0
PRT824_1_Q969G3	Q969G3	SMCE1_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	Representative isoform	1	3	1
PRT824_1_O15173	O15173	PGRC2_HUMAN	Membrane-associated progesterone receptor component 2	Representative isoform	1	4	1
PRT824_1_P12270	P12270	TPR_HUMAN	Nucleoprotein TPR	Representative isoform	1	5	1
PRT824_1_P35251	P35251	RFC1_HUMAN	Replication factor C subunit 1	Representative isoform	1	5	1
PRT824_1_Q15910	Q15910	EZH2_HUMAN	Histone-lysine N-methyltransferase EZH2	Representative isoform	1	3	1
PRT824_1_Q7KZ85	Q7KZ85	SPT6H_HUMAN	Transcription elongation factor SPT6	Representative isoform	1	1	1
PRT824_1_P55884	P55884	EIF3B_HUMAN	Eukaryotic translation initiation factor 3 subunit B	Representative isoform	1	4	1
PRT824_1_O15027	O15027	SC16A_HUMAN	Protein transport protein Sec16A	Representative isoform	1	5	1
PRT824_1_P31040	P31040	SDHA_HUMAN	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	Representative isoform	1	5	1
PRT824_1_Q8WWM7	Q8WWM7	ATX2L_HUMAN	Ataxin-2-like protein	Representative isoform	1	12	1
PRT824_1_Q9H7D7	Q9H7D7	WDR26_HUMAN	WD repeat-containing protein 26	Representative isoform	1	2	1
PRT824_1_Q9UK58	Q9UK58	CCNL1_HUMAN	Cyclin-L1	Representative isoform	1	3	1
PRT824_1_O00203	O00203	AP3B1_HUMAN	AP-3 complex subunit beta-1	Representative isoform	1	1	1
PRT824_1_Q99460	Q99460	PSMD1_HUMAN	26S proteasome non-ATPase regulatory subunit 1	Representative isoform	1	4	1
PRT824_1_Q8IXK0	Q8IXK0	PHC2_HUMAN	Polyhomeotic-like protein 2	Representative isoform	1	3	1
PRT824_1_Q14152	Q14152	EIF3A_HUMAN	Eukaryotic translation initiation factor 3 subunit A	Representative isoform	1	1	1
PRT824_1_Q8TEW0	Q8TEW0	PARD3_HUMAN	Partitioning defective 3 homolog	Representative isoform	1	3	1
PRT824_1_O14497	O14497	ARI1A_HUMAN	AT-rich interactive domain-containing protein 1A	Representative isoform	1	16	1
PRT824_1_Q9NRZ9	Q9NRZ9	HELLS_HUMAN	Lymphoid-specific helicase	Representative isoform	1	3	1
PRT824_1_Q86UP2	Q86UP2	KTN1_HUMAN	Kinectin	Representative isoform	1	2	1
PRT824_1_Q96SB4	Q96SB4	SRPK1_HUMAN	SRSF protein kinase 1	Representative isoform	1	19	1
PRT824_1_P32322	P32322	P5CR1_HUMAN	Pyrroline-5-carboxylate reductase 1, mitochondrial	Representative isoform	1	3	1
PRT824_1_O14686	O14686	KMT2D_HUMAN	Histone-lysine N-methyltransferase 2D	Representative isoform	1	1	1
PRT824_1_Q6VN20	Q6VN20	RBP10_HUMAN	Ran-binding protein 10	Representative isoform	1	1	1
PRT824_1_Q9H3P2	Q9H3P2	NELFA_HUMAN	Negative elongation factor A	Representative isoform	1	2	1
PRT824_1_Q5M775	Q5M775	CYTSB_HUMAN	Cytospin-B	Representative isoform	1	4	1
PRT824_1_Q8TBB5	Q8TBB5	KLDC4_HUMAN	Kelch domain-containing protein 4	Representative isoform	1	4	1
PRT824_1_Q9UI08	Q9UI08	EVL_HUMAN	Ena/VASP-like protein	Representative isoform	1	3	1
PRT824_1_Q9ULV4	Q9ULV4	COR1C_HUMAN	Coronin-1C	Representative isoform	1	1	1
PRT824_1_P15408	P15408	FOSL2_HUMAN	Fos-related antigen 2	Representative isoform	1	10	1
PRT824_1_Q53EL6	Q53EL6	PDCD4_HUMAN	Programmed cell death protein 4	Representative isoform	1	4	1
PRT824_1_Q16513	Q16513	PKN2_HUMAN	Serine/threonine-protein kinase N2	Representative isoform	1	1	1
PRT824_1_P62633	P62633	CNBP_HUMAN	Cellular nucleic acid-binding protein	Representative isoform	1	2	1
PRT824_1_Q01518	Q01518	CAP1_HUMAN	Adenylyl cyclase-associated protein 1	Representative isoform	1	2	1
PRT824_1_Q01831	Q01831	XPC_HUMAN	DNA repair protein complementing XP-C cells	Representative isoform	1	4	1
PRT824_1_P43897	P43897	EFTS_HUMAN	Elongation factor Ts, mitochondrial	Representative isoform	1	2	1
PRT824_1_Q14676	Q14676	MDC1_HUMAN	Mediator of DNA damage checkpoint protein 1	Representative isoform	1	2	1
PRT824_1_P04406	P04406	G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase	Representative isoform	1	3	1
PRT824_1_Q9HAU0	Q9HAU0	PKHA5_HUMAN	Pleckstrin homology domain-containing family A member 5	Representative isoform	1	4	1
PRT824_1_P06493	P06493	CDK1_HUMAN	Cyclin-dependent kinase 1	Representative isoform	1	9	0
PRT824_1_Q6UN15	Q6UN15	FIP1_HUMAN	Pre-mRNA 3'-end-processing factor FIP1	Representative isoform	1	2	1
PRT824_1_Q8NEJ9	Q8NEJ9	NGDN_HUMAN	Neuroguidin	Representative isoform	1	1	1
PRT824_1_Q9Y6Q9	Q9Y6Q9	NCOA3_HUMAN	Nuclear receptor coactivator 3	Representative isoform	1	1	1
PRT824_1_O43237	O43237	DC1L2_HUMAN	Cytoplasmic dynein 1 light intermediate chain 2	Representative isoform	1	3	1
PRT824_1_Q9NY27	Q9NY27	PP4R2_HUMAN	Serine/threonine-protein phosphatase 4 regulatory subunit 2	Representative isoform	1	4	1
PRT824_1_Q8N1G0	Q8N1G0	ZN687_HUMAN	Zinc finger protein 687	Representative isoform	1	3	1
PRT824_1_P31327	P31327	CPSM_HUMAN	Carbamoyl-phosphate synthase [ammonia], mitochondrial	Representative isoform	1	1	1
PRT824_1_Q8NFD5	Q8NFD5	ARI1B_HUMAN	AT-rich interactive domain-containing protein 1B	Representative isoform	1	4	1
PRT824_1_Q92738	Q92738	US6NL_HUMAN	USP6 N-terminal-like protein	Representative isoform	1	1	1
PRT824_1_Q9UQ80	Q9UQ80	PA2G4_HUMAN	Proliferation-associated protein 2G4	Representative isoform	1	5	1
PRT824_1_Q15054	Q15054	DPOD3_HUMAN	DNA polymerase delta subunit 3	Representative isoform	1	2	1
PRT824_1_Q14008	Q14008	CKAP5_HUMAN	Cytoskeleton-associated protein 5	Representative isoform	1	2	1
PRT824_1_Q15811	Q15811	ITSN1_HUMAN	Intersectin-1	Representative isoform	1	2	1
PRT824_1_Q15056	Q15056	IF4H_HUMAN	Eukaryotic translation initiation factor 4H	Representative isoform	1	7	1
PRT824_1_P17096	P17096	HMGA1_HUMAN	High mobility group protein HMG-I/HMG-Y	Representative isoform	1	5	1
PRT824_1_Q12873	Q12873	CHD3_HUMAN	Chromodomain-helicase-DNA-binding protein 3	Representative isoform	1	5	1
PRT824_1_Q92499	Q92499	DDX1_HUMAN	ATP-dependent RNA helicase DDX1	Representative isoform	1	1	1
PRT824_1_O75554	O75554	WBP4_HUMAN	WW domain-binding protein 4	Representative isoform	1	4	1
PRT824_1_O43660	O43660	PLRG1_HUMAN	Pleiotropic regulator 1	Representative isoform	1	2	1
PRT824_1_O14639	O14639	ABLM1_HUMAN	Actin-binding LIM protein 1	Representative isoform	1	2	1
PRT824_1_O75494	O75494	SRS10_HUMAN	Serine/arginine-rich splicing factor 10	Representative isoform	1	1	1
PRT824_1_Q9UBW7	Q9UBW7	ZMYM2_HUMAN	Zinc finger MYM-type protein 2	Representative isoform	1	2	1
PRT824_1_O95696	O95696	BRD1_HUMAN	Bromodomain-containing protein 1	Representative isoform	1	1	1
PRT824_1_P13473	P13473	LAMP2_HUMAN	Lysosome-associated membrane glycoprotein 2	Representative isoform	1	4	1
PRT824_1_Q8NBK3	Q8NBK3	SUMF1_HUMAN	Formylglycine-generating enzyme	Representative isoform	1	1	1
PRT824_1_O15042	O15042	SR140_HUMAN	U2 snRNP-associated SURP motif-containing protein	Representative isoform	1	6	1
PRT824_1_Q5THK1	Q5THK1	PR14L_HUMAN	Protein PRR14L	Representative isoform	1	1	1
PRT824_1_Q8WXA9	Q8WXA9	SREK1_HUMAN	Splicing regulatory glutamine/lysine-rich protein 1	Representative isoform	1	9	1
PRT824_1_Q96N67	Q96N67	DOCK7_HUMAN	Dedicator of cytokinesis protein 7	Representative isoform	1	1	1
PRT824_1_Q92614	Q92614	MY18A_HUMAN	Unconventional myosin-XVIIIa	Representative isoform	1	2	1
PRT824_1_Q6ZN18	Q6ZN18	AEBP2_HUMAN	Zinc finger protein AEBP2	Representative isoform	1	12	1
PRT824_1_Q96T23	Q96T23	RSF1_HUMAN	Remodeling and spacing factor 1	Representative isoform	1	1	1
PRT824_1_Q9UKV8	Q9UKV8	AGO2_HUMAN	Protein argonaute-2	Representative isoform	1	2	1
PRT824_1_O75448	O75448	MED24_HUMAN	Mediator of RNA polymerase II transcription subunit 24	Representative isoform	1	3	1
PRT824_1_Q99543	Q99543	DNJC2_HUMAN	DnaJ homolog subfamily C member 2	Representative isoform	1	4	1
PRT824_1_Q5T1M5	Q5T1M5	FKB15_HUMAN	FK506-binding protein 15	Representative isoform	1	4	1
PRT824_1_O43390	O43390	HNRPR_HUMAN	Heterogeneous nuclear ribonucleoprotein R	Representative isoform	1	1	0
PRT824_1_O00232	O00232	PSD12_HUMAN	26S proteasome non-ATPase regulatory subunit 12	Representative isoform	1	4	1
PRT824_1_Q9UQ35	Q9UQ35	SRRM2_HUMAN	Serine/arginine repetitive matrix protein 2	leading protein	42	254	42
PRT824_1_P02545	P02545	LMNA_HUMAN	Prelamin-A/C	leading protein	12	64	12
PRT824_1_Q13428	Q13428	TCOF_HUMAN	Treacle protein	leading protein	11	58	11
PRT824_1_P19338	P19338	NUCL_HUMAN	Nucleolin	leading protein	11	205	11
PRT824_1_Q9Y2W1	Q9Y2W1	TR150_HUMAN	Thyroid hormone receptor-associated protein 3	leading protein	8	25	8
PRT824_1_Q14978	Q14978	NOLC1_HUMAN	Nucleolar and coiled-body phosphoprotein 1	leading protein	8	79	8
PRT824_1_P06748	P06748	NPM_HUMAN	Nucleophosmin	leading protein	7	611	7
PRT824_1_Q8IYB3	Q8IYB3	SRRM1_HUMAN	Serine/arginine repetitive matrix protein 1	leading protein	7	21	7
PRT824_1_P46100	P46100	ATRX_HUMAN	Transcriptional regulator ATRX	leading protein	7	25	7
PRT824_1_Q8WVC0	Q8WVC0	LEO1_HUMAN	RNA polymerase-associated protein LEO1	leading protein	7	31	7
PRT824_1_P22626	P22626	ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1	leading protein	6	27	6
PRT824_1_P04075	P04075	ALDOA_HUMAN	Fructose-bisphosphate aldolase A	leading protein	6	33	6
PRT824_1_Q6KC79	Q6KC79	NIPBL_HUMAN	Nipped-B-like protein	leading protein	6	35	6
PRT824_1_P31749	P31749	AKT1_HUMAN	RAC-alpha serine/threonine-protein kinase	leading protein	6	107	3
PRT824_1_Q8WWI1	Q8WWI1	LMO7_HUMAN	LIM domain only protein 7	leading protein	6	29	6
PRT824_1_P21333	P21333	FLNA_HUMAN	Filamin-A	leading protein	6	43	6
PRT824_1_P11142	P11142	HSP7C_HUMAN	Heat shock cognate 71 kDa protein	leading protein	5	9	2
PRT824_1_O60841	O60841	IF2P_HUMAN	Eukaryotic translation initiation factor 5B	leading protein	5	45	5
PRT824_1_O43719	O43719	HTSF1_HUMAN	HIV Tat-specific factor 1	leading protein	5	19	5
PRT824_1_P11388	P11388	TOP2A_HUMAN	DNA topoisomerase 2-alpha	leading protein	5	15	5
PRT824_1_P35659	P35659	DEK_HUMAN	Protein DEK	leading protein	5	99	5
PRT824_1_Q9NYV4	Q9NYV4	CDK12_HUMAN	Cyclin-dependent kinase 12	leading protein	5	10	5
PRT824_1_P60709	P60709	ACTB_HUMAN	Actin, cytoplasmic 1	leading protein	5	8	1
PRT824_1_P09651	P09651	ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1	leading protein	5	19	3
PRT824_1_P51532	P51532	SMCA4_HUMAN	Transcription activator BRG1	leading protein	5	62	5
PRT824_1_Q9H0D6	Q9H0D6	XRN2_HUMAN	5'-3' exoribonuclease 2	leading protein	4	15	4
PRT824_1_O60832	O60832	DKC1_HUMAN	H/ACA ribonucleoprotein complex subunit DKC1	leading protein	4	19	4
PRT824_1_P49736	P49736	MCM2_HUMAN	DNA replication licensing factor MCM2	leading protein	4	18	4
PRT824_1_Q7Z5L9	Q7Z5L9	I2BP2_HUMAN	Interferon regulatory factor 2-binding protein 2	leading protein	4	11	3
PRT824_1_Q9UHI6	Q9UHI6	DDX20_HUMAN	Probable ATP-dependent RNA helicase DDX20	leading protein	4	6	4
PRT824_1_Q5UIP0	Q5UIP0	RIF1_HUMAN	Telomere-associated protein RIF1	leading protein	4	11	4
PRT824_1_P07900	P07900	HS90A_HUMAN	Heat shock protein HSP 90-alpha	leading protein	4	9	2
PRT824_1_P48634	P48634	PRC2A_HUMAN	Protein PRRC2A	leading protein	4	16	4
PRT824_1_P61978	P61978	HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K	leading protein	4	16	4
PRT824_1_Q6PD62	Q6PD62	CTR9_HUMAN	RNA polymerase-associated protein CTR9 homolog	leading protein	4	19	4
PRT824_1_O60293	O60293	ZC3H1_HUMAN	Zinc finger C3H1 domain-containing protein	leading protein	4	29	4
PRT824_1_Q92841	Q92841	DDX17_HUMAN	Probable ATP-dependent RNA helicase DDX17	leading protein	4	12	3
PRT824_1_P29692	P29692	EF1D_HUMAN	Elongation factor 1-delta	leading protein	4	81	4
PRT824_1_Q7Z4V5	Q7Z4V5	HDGR2_HUMAN	Hepatoma-derived growth factor-related protein 2	leading protein	4	16	4
PRT824_1_Q9NTI5	Q9NTI5	PDS5B_HUMAN	Sister chromatid cohesion protein PDS5 homolog B	leading protein	4	9	4
PRT824_1_Q9UKJ3	Q9UKJ3	GPTC8_HUMAN	G patch domain-containing protein 8	leading protein	4	16	4
PRT824_1_P11021	P11021	BIP_HUMAN	Endoplasmic reticulum chaperone BiP	leading protein	4	14	3
PRT824_1_P14866	P14866	HNRPL_HUMAN	Heterogeneous nuclear ribonucleoprotein L	leading protein	4	23	4
PRT824_1_Q08945	Q08945	SSRP1_HUMAN	FACT complex subunit SSRP1	leading protein	4	32	4
PRT824_1_Q9UKV3	Q9UKV3	ACINU_HUMAN	Apoptotic chromatin condensation inducer in the nucleus	leading protein	4	15	4
PRT824_1_Q01130	Q01130	SRSF2_HUMAN	Serine/arginine-rich splicing factor 2	leading protein	4	13	4
PRT824_1_P49840	P49840	GSK3A_HUMAN	Glycogen synthase kinase-3 alpha	leading protein	4	27	2
PRT824_1_P18583	P18583	SON_HUMAN	Protein SON	leading protein	4	24	4
PRT824_1_Q96PK6	Q96PK6	RBM14_HUMAN	RNA-binding protein 14	leading protein	4	15	4
PRT824_1_Q13283	Q13283	G3BP1_HUMAN	Ras GTPase-activating protein-binding protein 1	leading protein	3	10	3
PRT824_1_Q5T200	Q5T200	ZC3HD_HUMAN	Zinc finger CCCH domain-containing protein 13	leading protein	3	11	3
PRT824_1_Q9H0H5	Q9H0H5	RGAP1_HUMAN	Rac GTPase-activating protein 1	leading protein	3	14	3
PRT824_1_Q05519	Q05519	SRS11_HUMAN	Serine/arginine-rich splicing factor 11	leading protein	3	8	3
PRT824_1_Q9H1E3	Q9H1E3	NUCKS_HUMAN	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	leading protein	3	30	3
PRT824_1_P26358	P26358	DNMT1_HUMAN	DNA (cytosine-5)-methyltransferase 1	leading protein	3	49	3
PRT824_1_Q12888	Q12888	TP53B_HUMAN	TP53-binding protein 1	leading protein	3	19	3
PRT824_1_P30414	P30414	NKTR_HUMAN	NK-tumor recognition protein	leading protein	3	5	3
PRT824_1_P38159	P38159	RBMX_HUMAN	RNA-binding motif protein, X chromosome	leading protein	3	7	1
PRT824_1_Q9P1Y6	Q9P1Y6	PHRF1_HUMAN	PHD and RING finger domain-containing protein 1	leading protein	3	5	3
PRT824_1_O00264	O00264	PGRC1_HUMAN	Membrane-associated progesterone receptor component 1	leading protein	3	40	3
PRT824_1_Q9BTC0	Q9BTC0	DIDO1_HUMAN	Death-inducer obliterator 1	leading protein	3	38	3
PRT824_1_Q6PJT7	Q6PJT7	ZC3HE_HUMAN	Zinc finger CCCH domain-containing protein 14	leading protein	3	9	3
PRT824_1_P51858	P51858	HDGF_HUMAN	Hepatoma-derived growth factor	leading protein	3	7	3
PRT824_1_O95453	O95453	PARN_HUMAN	Poly(A)-specific ribonuclease PARN	leading protein	3	9	3
PRT824_1_O15530	O15530	PDPK1_HUMAN	3-phosphoinositide-dependent protein kinase 1	leading protein	3	4	0
PRT824_1_O95218	O95218	ZRAB2_HUMAN	Zinc finger Ran-binding domain-containing protein 2	leading protein	3	17	3
PRT824_1_Q96ST2	Q96ST2	IWS1_HUMAN	Protein IWS1 homolog	leading protein	3	8	3
PRT824_1_Q9NYF8	Q9NYF8	BCLF1_HUMAN	Bcl-2-associated transcription factor 1	leading protein	3	15	3
PRT824_1_Q9H2Y7	Q9H2Y7	ZN106_HUMAN	Zinc finger protein 106	leading protein	3	12	3
PRT824_1_P08238	P08238	HS90B_HUMAN	Heat shock protein HSP 90-beta	leading protein	3	7	0
PRT824_1_P27816	P27816	MAP4_HUMAN	Microtubule-associated protein 4	leading protein	3	18	3
PRT824_1_P10809	P10809	CH60_HUMAN	60 kDa heat shock protein, mitochondrial	leading protein	3	3	3
PRT824_1_P09661	P09661	RU2A_HUMAN	U2 small nuclear ribonucleoprotein A'	leading protein	3	18	3
PRT824_1_P55081	P55081	MFAP1_HUMAN	Microfibrillar-associated protein 1	leading protein	3	13	3
PRT824_1_P35269	P35269	T2FA_HUMAN	General transcription factor IIF subunit 1	leading protein	3	9	3
PRT824_1_P62995	P62995	TRA2B_HUMAN	Transformer-2 protein homolog beta	leading protein	3	6	1
PRT824_1_Q86V81	Q86V81	THOC4_HUMAN	THO complex subunit 4	leading protein	3	9	3
PRT824_1_P78347	P78347	GTF2I_HUMAN	General transcription factor II-I	leading protein	3	4	3
PRT824_1_Q13435	Q13435	SF3B2_HUMAN	Splicing factor 3B subunit 2	leading protein	3	16	3
PRT824_1_P62258	P62258	1433E_HUMAN	14-3-3 protein epsilon	leading protein	3	19	2
PRT824_1_Q13595	Q13595	TRA2A_HUMAN	Transformer-2 protein homolog alpha	leading protein	3	11	1
PRT824_1_Q76FK4	Q76FK4	NOL8_HUMAN	Nucleolar protein 8	leading protein	3	10	3
