protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT870_1_O14497	O14497	ARI1A_HUMAN	AT-rich interactive domain-containing protein 1A	leading protein	2	5	2
PRT870_1_Q9UQ80	Q9UQ80	PA2G4_HUMAN	Proliferation-associated protein 2G4	leading protein	2	28	2
PRT870_1_Q13523	Q13523	PRP4B_HUMAN	Serine/threonine-protein kinase PRP4 homolog	leading protein	2	9	2
PRT870_1_Q92538	Q92538	GBF1_HUMAN	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	leading protein	2	9	2
PRT870_1_Q96EV2	Q96EV2	RBM33_HUMAN	RNA-binding protein 33	leading protein	2	9	2
PRT870_1_P07195	P07195	LDHB_HUMAN	L-lactate dehydrogenase B chain	leading protein	2	8	2
PRT870_1_Q9UKJ3	Q9UKJ3	GPTC8_HUMAN	G patch domain-containing protein 8	leading protein	2	13	2
PRT870_1_Q12802	Q12802	AKP13_HUMAN	A-kinase anchor protein 13	leading protein	2	6	2
PRT870_1_Q96B36	Q96B36	AKTS1_HUMAN	Proline-rich AKT1 substrate 1	leading protein	2	6	2
PRT870_1_Q9GZR7	Q9GZR7	DDX24_HUMAN	ATP-dependent RNA helicase DDX24	leading protein	2	11	2
PRT870_1_P82094	P82094	TMF1_HUMAN	TATA element modulatory factor	leading protein	2	4	2
PRT870_1_Q1KMD3	Q1KMD3	HNRL2_HUMAN	Heterogeneous nuclear ribonucleoprotein U-like protein 2	leading protein	2	12	2
PRT870_1_Q96SB4	Q96SB4	SRPK1_HUMAN	SRSF protein kinase 1	leading protein	2	10	2
PRT870_1_O43719	O43719	HTSF1_HUMAN	HIV Tat-specific factor 1	leading protein	2	13	2
PRT870_1_P15056	P15056	BRAF_HUMAN	Serine/threonine-protein kinase B-raf	leading protein	2	3	2
PRT870_1_Q8NHQ9	Q8NHQ9	DDX55_HUMAN	ATP-dependent RNA helicase DDX55	leading protein	2	7	2
PRT870_1_Q8WUB8	Q8WUB8	PHF10_HUMAN	PHD finger protein 10	leading protein	2	7	2
PRT870_1_Q13206	Q13206	DDX10_HUMAN	Probable ATP-dependent RNA helicase DDX10	leading protein	2	5	2
PRT870_1_Q8TD19	Q8TD19	NEK9_HUMAN	Serine/threonine-protein kinase Nek9	leading protein	2	3	2
PRT870_1_Q13283	Q13283	G3BP1_HUMAN	Ras GTPase-activating protein-binding protein 1	leading protein	2	42	2
PRT870_1_Q5T200	Q5T200	ZC3HD_HUMAN	Zinc finger CCCH domain-containing protein 13	leading protein	2	6	2
PRT870_1_Q9Y5J1	Q9Y5J1	UTP18_HUMAN	U3 small nucleolar RNA-associated protein 18 homolog	leading protein	2	15	2
PRT870_1_Q9Y6D5	Q9Y6D5	BIG2_HUMAN	Brefeldin A-inhibited guanine nucleotide-exchange protein 2	leading protein	2	8	2
PRT870_1_Q9NXG2	Q9NXG2	THUM1_HUMAN	THUMP domain-containing protein 1	leading protein	2	8	2
PRT870_1_Q00613	Q00613	HSF1_HUMAN	Heat shock factor protein 1	leading protein	2	24	2
PRT870_1_P27348	P27348	1433T_HUMAN	14-3-3 protein theta	leading protein	2	10	2
PRT870_1_Q9H501	Q9H501	ESF1_HUMAN	ESF1 homolog	leading protein	2	8	2
PRT870_1_Q96F63	Q96F63	CCD97_HUMAN	Coiled-coil domain-containing protein 97	leading protein	2	3	2
PRT870_1_Q86SQ0	Q86SQ0	PHLB2_HUMAN	Pleckstrin homology-like domain family B member 2	leading protein	2	2	2
PRT870_1_Q96C19	Q96C19	EFHD2_HUMAN	EF-hand domain-containing protein D2	leading protein	2	8	2
PRT870_1_Q9NQZ2	Q9NQZ2	SAS10_HUMAN	Something about silencing protein 10	leading protein	2	3	2
PRT870_1_Q9P2E9	Q9P2E9	RRBP1_HUMAN	Ribosome-binding protein 1	leading protein	2	8	2
PRT870_1_Q2NKX8	Q2NKX8	ERC6L_HUMAN	DNA excision repair protein ERCC-6-like	leading protein	2	9	2
PRT870_1_O60341	O60341	KDM1A_HUMAN	Lysine-specific histone demethylase 1A	leading protein	2	9	2
PRT870_1_Q8WVC0	Q8WVC0	LEO1_HUMAN	RNA polymerase-associated protein LEO1	leading protein	2	8	2
PRT870_1_O94979	O94979	SC31A_HUMAN	Protein transport protein Sec31A	leading protein	2	4	2
PRT870_1_O60264	O60264	SMCA5_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	leading protein	2	17	2
PRT870_1_Q5SW79	Q5SW79	CE170_HUMAN	Centrosomal protein of 170 kDa	leading protein	2	6	2
PRT870_1_Q86UP2	Q86UP2	KTN1_HUMAN	Kinectin	leading protein	2	12	2
PRT870_1_Q6PL18	Q6PL18	ATAD2_HUMAN	ATPase family AAA domain-containing protein 2	leading protein	2	7	2
PRT870_1_Q96QR8	Q96QR8	PURB_HUMAN	Transcriptional activator protein Pur-beta	leading protein	2	7	2
PRT870_1_O95359	O95359	TACC2_HUMAN	Transforming acidic coiled-coil-containing protein 2	leading protein	2	3	2
PRT870_1_P04049	P04049	RAF1_HUMAN	RAF proto-oncogene serine/threonine-protein kinase	leading protein	2	5	2
PRT870_1_Q8TBB5	Q8TBB5	KLDC4_HUMAN	Kelch domain-containing protein 4	leading protein	2	4	2
PRT870_1_O14974	O14974	MYPT1_HUMAN	Protein phosphatase 1 regulatory subunit 12A	leading protein	2	9	2
PRT870_1_Q8TDD1	Q8TDD1	DDX54_HUMAN	ATP-dependent RNA helicase DDX54	leading protein	2	8	2
PRT870_1_Q13610	Q13610	PWP1_HUMAN	Periodic tryptophan protein 1 homolog	leading protein	2	23	2
PRT870_1_O95400	O95400	CD2B2_HUMAN	CD2 antigen cytoplasmic tail-binding protein 2	leading protein	2	3	2
PRT870_1_Q76FK4	Q76FK4	NOL8_HUMAN	Nucleolar protein 8	leading protein	2	2	2
PRT870_1_P62070	P62070	RRAS2_HUMAN	Ras-related protein R-Ras2	leading protein	2	9	2
PRT870_1_O75822	O75822	EIF3J_HUMAN	Eukaryotic translation initiation factor 3 subunit J	leading protein	2	21	2
PRT870_1_P29692	P29692	EF1D_HUMAN	Elongation factor 1-delta	leading protein	2	109	2
PRT870_1_Q68EM7	Q68EM7	RHG17_HUMAN	Rho GTPase-activating protein 17	leading protein	2	23	2
PRT870_1_Q9UGV2	Q9UGV2	NDRG3_HUMAN	Protein NDRG3	leading protein	2	9	2
PRT870_1_Q9P1Y6	Q9P1Y6	PHRF1_HUMAN	PHD and RING finger domain-containing protein 1	leading protein	2	4	2
PRT870_1_B5ME19	B5ME19	EIFCL_HUMAN	Eukaryotic translation initiation factor 3 subunit C-like protein	leading protein	2	23	0
PRT870_1_O75376	O75376	NCOR1_HUMAN	Nuclear receptor corepressor 1	leading protein	2	21	2
PRT870_1_P51946	P51946	CCNH_HUMAN	Cyclin-H	leading protein	2	5	2
PRT870_1_Q8TBF4	Q8TBF4	ZCRB1_HUMAN	Zinc finger CCHC-type and RNA-binding motif-containing protein 1	leading protein	2	16	2
PRT870_1_O00410	O00410	IPO5_HUMAN	Importin-5	leading protein	2	7	2
PRT870_1_P50548	P50548	ERF_HUMAN	ETS domain-containing transcription factor ERF	leading protein	2	4	2
PRT870_1_Q14160	Q14160	SCRIB_HUMAN	Protein scribble homolog	leading protein	2	9	2
PRT870_1_O43290	O43290	SNUT1_HUMAN	U4/U6.U5 tri-snRNP-associated protein 1	leading protein	2	8	2
PRT870_1_Q2KHR3	Q2KHR3	QSER1_HUMAN	Glutamine and serine-rich protein 1	leading protein	2	6	2
PRT870_1_P16949	P16949	STMN1_HUMAN	Stathmin	leading protein	2	14	2
PRT870_1_Q8IY81	Q8IY81	SPB1_HUMAN	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	leading protein	2	11	2
PRT870_1_Q5VT52	Q5VT52	RPRD2_HUMAN	Regulation of nuclear pre-mRNA domain-containing protein 2	leading protein	2	17	2
PRT870_1_Q9BUR4	Q9BUR4	TCAB1_HUMAN	Telomerase Cajal body protein 1	leading protein	2	26	2
PRT870_1_P41236	P41236	IPP2_HUMAN	Protein phosphatase inhibitor 2	leading protein	2	25	0
PRT870_1_Q7Z6E9	Q7Z6E9	RBBP6_HUMAN	E3 ubiquitin-protein ligase RBBP6	leading protein	2	4	2
PRT870_1_O94804	O94804	STK10_HUMAN	Serine/threonine-protein kinase 10	leading protein	2	3	2
PRT870_1_P04075	P04075	ALDOA_HUMAN	Fructose-bisphosphate aldolase A	leading protein	2	8	2
PRT870_1_Q9UBB9	Q9UBB9	TFP11_HUMAN	Tuftelin-interacting protein 11	leading protein	2	5	2
PRT870_1_Q16666	Q16666	IF16_HUMAN	Gamma-interferon-inducible protein 16	leading protein	2	12	2
PRT870_1_P18615	P18615	NELFE_HUMAN	Negative elongation factor E	leading protein	2	8	2
PRT870_1_Q15019	Q15019	SEPT2_HUMAN	Septin-2	leading protein	2	18	2
PRT870_1_Q7Z4S6	Q7Z4S6	KI21A_HUMAN	Kinesin-like protein KIF21A	leading protein	2	8	2
PRT870_1_Q9NR30	Q9NR30	DDX21_HUMAN	Nucleolar RNA helicase 2	leading protein	2	15	2
PRT870_1_Q8TDM6	Q8TDM6	DLG5_HUMAN	Disks large homolog 5	leading protein	2	3	2
PRT870_1_O95817	O95817	BAG3_HUMAN	BAG family molecular chaperone regulator 3	leading protein	2	22	2
PRT870_1_Q5VSL9	Q5VSL9	STRP1_HUMAN	Striatin-interacting protein 1	leading protein	2	8	2
PRT870_1_Q99549	Q99549	MPP8_HUMAN	M-phase phosphoprotein 8	leading protein	2	8	2
PRT870_1_Q8WXG6	Q8WXG6	MADD_HUMAN	MAP kinase-activating death domain protein	leading protein	2	6	2
PRT870_1_Q4G0J3	Q4G0J3	LARP7_HUMAN	La-related protein 7	leading protein	2	15	2
PRT870_1_P42166	P42166	LAP2A_HUMAN	Lamina-associated polypeptide 2, isoform alpha	leading protein	2	39	0
PRT870_1_Q7KZ85	Q7KZ85	SPT6H_HUMAN	Transcription elongation factor SPT6	leading protein	2	11	2
PRT870_1_P51610	P51610	HCFC1_HUMAN	Host cell factor 1	leading protein	2	13	2
PRT870_1_P21127	P21127	CD11B_HUMAN	Cyclin-dependent kinase 11B	leading protein	2	7	0
PRT870_1_Q9BX95	Q9BX95	SGPP1_HUMAN	Sphingosine-1-phosphate phosphatase 1	leading protein	2	6	2
PRT870_1_Q9BQG0	Q9BQG0	MBB1A_HUMAN	Myb-binding protein 1A	leading protein	2	23	2
PRT870_1_Q9BPX3	Q9BPX3	CND3_HUMAN	Condensin complex subunit 3	leading protein	2	23	2
PRT870_1_P25205	P25205	MCM3_HUMAN	DNA replication licensing factor MCM3	leading protein	2	12	2
PRT870_1_P10412	P10412	H14_HUMAN	Histone H1.4	leading protein	2	10	2
PRT870_1_Q13459	Q13459	MYO9B_HUMAN	Unconventional myosin-IXb	leading protein	2	4	2
PRT870_1_P07910	P07910	HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2	leading protein	2	24	2
PRT870_1_P40818	P40818	UBP8_HUMAN	Ubiquitin carboxyl-terminal hydrolase 8	leading protein	2	9	2
PRT870_1_P11021	P11021	BIP_HUMAN	Endoplasmic reticulum chaperone BiP	leading protein	2	9	1
PRT870_1_Q9Y2D5	Q9Y2D5	AKAP2_HUMAN	A-kinase anchor protein 2	leading protein	2	14	2
PRT870_1_Q6WKZ4	Q6WKZ4	RFIP1_HUMAN	Rab11 family-interacting protein 1	leading protein	2	9	2
PRT870_1_O14639	O14639	ABLM1_HUMAN	Actin-binding LIM protein 1	leading protein	2	5	2
PRT870_1_Q96A49	Q96A49	SYAP1_HUMAN	Synapse-associated protein 1	leading protein	2	7	2
PRT870_1_Q8NFC6	Q8NFC6	BD1L1_HUMAN	Biorientation of chromosomes in cell division protein 1-like 1	leading protein	2	11	2
PRT870_1_Q8N1G4	Q8N1G4	LRC47_HUMAN	Leucine-rich repeat-containing protein 47	leading protein	2	7	2
PRT870_1_P31946	P31946	1433B_HUMAN	14-3-3 protein beta/alpha	leading protein	2	6	2
PRT870_1_P0CG39	P0CG39	POTEJ_HUMAN	POTE ankyrin domain family member J	leading protein	2	7	1
PRT870_1_Q96NB3	Q96NB3	ZN830_HUMAN	Zinc finger protein 830	leading protein	2	8	2
PRT870_1_Q5T5U3	Q5T5U3	RHG21_HUMAN	Rho GTPase-activating protein 21	leading protein	2	6	2
PRT870_1_Q29RF7	Q29RF7	PDS5A_HUMAN	Sister chromatid cohesion protein PDS5 homolog A	leading protein	2	5	2
PRT870_1_O00567	O00567	NOP56_HUMAN	Nucleolar protein 56	leading protein	2	12	2
PRT870_1_Q9UK58	Q9UK58	CCNL1_HUMAN	Cyclin-L1	leading protein	2	6	2
PRT870_1_Q8TEQ6	Q8TEQ6	GEMI5_HUMAN	Gem-associated protein 5	leading protein	2	21	2
PRT870_1_P23588	P23588	IF4B_HUMAN	Eukaryotic translation initiation factor 4B	leading protein	2	18	2
PRT870_1_Q01105	Q01105	SET_HUMAN	Protein SET	leading protein	2	4	0
PRT870_1_P46087	P46087	NOP2_HUMAN	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	leading protein	2	13	2
PRT870_1_P80723	P80723	BASP1_HUMAN	Brain acid soluble protein 1	leading protein	2	2	2
PRT870_1_O60832	O60832	DKC1_HUMAN	H/ACA ribonucleoprotein complex subunit DKC1	leading protein	2	21	2
PRT870_1_Q13435	Q13435	SF3B2_HUMAN	Splicing factor 3B subunit 2	leading protein	2	11	2
PRT870_1_Q12905	Q12905	ILF2_HUMAN	Interleukin enhancer-binding factor 2	leading protein	2	5	2
PRT870_1_P25490	P25490	TYY1_HUMAN	Transcriptional repressor protein YY1	leading protein	2	7	2
PRT870_1_Q6ZN18	Q6ZN18	AEBP2_HUMAN	Zinc finger protein AEBP2	leading protein	2	4	2
PRT870_1_Q9H3N1	Q9H3N1	TMX1_HUMAN	Thioredoxin-related transmembrane protein 1	leading protein	2	22	2
PRT870_1_Q71RC2	Q71RC2	LARP4_HUMAN	La-related protein 4	leading protein	2	18	2
PRT870_1_Q92733	Q92733	PRCC_HUMAN	Proline-rich protein PRCC	leading protein	2	36	2
PRT870_1_Q9UN86	Q9UN86	G3BP2_HUMAN	Ras GTPase-activating protein-binding protein 2	leading protein	2	24	2
PRT870_1_Q13425	Q13425	SNTB2_HUMAN	Beta-2-syntrophin	leading protein	2	4	2
PRT870_1_Q8N122	Q8N122	RPTOR_HUMAN	Regulatory-associated protein of mTOR	leading protein	2	7	2
PRT870_1_O60763	O60763	USO1_HUMAN	General vesicular transport factor p115	leading protein	2	10	2
PRT870_1_P46060	P46060	RAGP1_HUMAN	Ran GTPase-activating protein 1	leading protein	2	23	2
PRT870_1_P20700	P20700	LMNB1_HUMAN	Lamin-B1	leading protein	2	6	2
PRT870_1_Q9UK76	Q9UK76	JUPI1_HUMAN	Jupiter microtubule associated homolog 1	leading protein	2	14	2
PRT870_1_Q14839	Q14839	CHD4_HUMAN	Chromodomain-helicase-DNA-binding protein 4	leading protein	2	8	2
PRT870_1_Q9NYV4	Q9NYV4	CDK12_HUMAN	Cyclin-dependent kinase 12	leading protein	2	6	2
PRT870_1_Q86TC9	Q86TC9	MYPN_HUMAN	Myopalladin	leading protein	2	12	2
PRT870_1_Q96T88	Q96T88	UHRF1_HUMAN	E3 ubiquitin-protein ligase UHRF1	leading protein	2	9	2
PRT870_1_Q6PD62	Q6PD62	CTR9_HUMAN	RNA polymerase-associated protein CTR9 homolog	leading protein	2	11	2
PRT870_1_Q13884	Q13884	SNTB1_HUMAN	Beta-1-syntrophin	leading protein	2	5	2
PRT870_1_Q96N67	Q96N67	DOCK7_HUMAN	Dedicator of cytokinesis protein 7	leading protein	2	4	2
PRT870_1_Q7Z5K2	Q7Z5K2	WAPL_HUMAN	Wings apart-like protein homolog	leading protein	2	10	2
PRT870_1_Q14980	Q14980	NUMA1_HUMAN	Nuclear mitotic apparatus protein 1	leading protein	2	18	2
PRT870_1_P22626	P22626	ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1	leading protein	2	30	2
PRT870_1_Q5T1M5	Q5T1M5	FKB15_HUMAN	FK506-binding protein 15	leading protein	2	19	2
PRT870_1_Q86VM9	Q86VM9	ZCH18_HUMAN	Zinc finger CCCH domain-containing protein 18	leading protein	2	3	2
PRT870_1_P14625	P14625	ENPL_HUMAN	Endoplasmin	leading protein	2	2	1
PRT870_1_Q96PK6	Q96PK6	RBM14_HUMAN	RNA-binding protein 14	leading protein	2	9	2
PRT870_1_Q9UPQ0	Q9UPQ0	LIMC1_HUMAN	LIM and calponin homology domains-containing protein 1	leading protein	2	9	2
PRT870_1_P28715	P28715	ERCC5_HUMAN	DNA repair protein complementing XP-G cells	leading protein	2	6	2
PRT870_1_P78347	P78347	GTF2I_HUMAN	General transcription factor II-I	leading protein	2	8	2
PRT870_1_P54727	P54727	RD23B_HUMAN	UV excision repair protein RAD23 homolog B	leading protein	2	32	2
PRT870_1_P78332	P78332	RBM6_HUMAN	RNA-binding protein 6	leading protein	2	12	2
PRT870_1_Q8IVT2	Q8IVT2	MISP_HUMAN	Mitotic interactor and substrate of PLK1	leading protein	2	11	2
PRT870_1_Q96FS4	Q96FS4	SIPA1_HUMAN	Signal-induced proliferation-associated protein 1	leading protein	2	6	2
PRT870_1_Q99543	Q99543	DNJC2_HUMAN	DnaJ homolog subfamily C member 2	leading protein	2	5	2
PRT870_1_Q96JM3	Q96JM3	CHAP1_HUMAN	Chromosome alignment-maintaining phosphoprotein 1	leading protein	2	9	2
PRT870_1_Q03701	Q03701	CEBPZ_HUMAN	CCAAT/enhancer-binding protein zeta	leading protein	2	16	2
PRT870_1_P55209	P55209	NP1L1_HUMAN	Nucleosome assembly protein 1-like 1	leading protein	2	5	2
PRT870_1_O95365	O95365	ZBT7A_HUMAN	Zinc finger and BTB domain-containing protein 7A	leading protein	2	7	2
PRT870_1_Q9UHY1	Q9UHY1	NRBP_HUMAN	Nuclear receptor-binding protein	leading protein	2	9	2
PRT870_1_P20042	P20042	IF2B_HUMAN	Eukaryotic translation initiation factor 2 subunit 2	leading protein	2	40	2
PRT870_1_Q9ULX3	Q9ULX3	NOB1_HUMAN	RNA-binding protein NOB1	leading protein	2	24	2
PRT870_1_Q00839	Q00839	HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U	leading protein	2	22	2
PRT870_1_Q8WXI9	Q8WXI9	P66B_HUMAN	Transcriptional repressor p66-beta	leading protein	2	2	2
PRT870_1_Q96MW1	Q96MW1	CCD43_HUMAN	Coiled-coil domain-containing protein 43	leading protein	2	7	2
PRT870_1_Q5JTV8	Q5JTV8	TOIP1_HUMAN	Torsin-1A-interacting protein 1	leading protein	2	22	2
PRT870_1_P22314	P22314	UBA1_HUMAN	Ubiquitin-like modifier-activating enzyme 1	leading protein	2	4	2
PRT870_1_Q92598	Q92598	HS105_HUMAN	Heat shock protein 105 kDa	leading protein	2	41	2
PRT870_1_Q15366	Q15366	PCBP2_HUMAN	Poly(rC)-binding protein 2	leading protein	2	29	2
PRT870_1_Q9HCN4	Q9HCN4	GPN1_HUMAN	GPN-loop GTPase 1	leading protein	2	11	2
PRT870_1_Q9NQ55	Q9NQ55	SSF1_HUMAN	Suppressor of SWI4 1 homolog	leading protein	2	14	2
PRT870_1_Q8ND56	Q8ND56	LS14A_HUMAN	Protein LSM14 homolog A	leading protein	2	14	2
PRT870_1_O60231	O60231	DHX16_HUMAN	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	leading protein	2	16	2
PRT870_1_Q08J23	Q08J23	NSUN2_HUMAN	RNA cytosine C(5)-methyltransferase NSUN2	leading protein	2	75	2
PRT870_1_Q96AT1	Q96AT1	K1143_HUMAN	Uncharacterized protein KIAA1143	leading protein	1	7	1
PRT870_1_Q9H788	Q9H788	SH24A_HUMAN	SH2 domain-containing protein 4A	leading protein	1	8	1
PRT870_1_Q9BXS6	Q9BXS6	NUSAP_HUMAN	Nucleolar and spindle-associated protein 1	leading protein	1	3	1
PRT870_1_P49407	P49407	ARRB1_HUMAN	Beta-arrestin-1	leading protein	1	3	1
PRT870_1_Q08211	Q08211	DHX9_HUMAN	ATP-dependent RNA helicase A	leading protein	1	6	1
PRT870_1_Q9Y2F5	Q9Y2F5	ICE1_HUMAN	Little elongation complex subunit 1	leading protein	1	1	1
PRT870_1_P18206	P18206	VINC_HUMAN	Vinculin	leading protein	1	1	1
PRT870_1_Q9NVU7	Q9NVU7	SDA1_HUMAN	Protein SDA1 homolog	leading protein	1	3	1
PRT870_1_Q9BWC9	Q9BWC9	CC106_HUMAN	Coiled-coil domain-containing protein 106	leading protein	1	1	1
PRT870_1_P52701	P52701	MSH6_HUMAN	DNA mismatch repair protein Msh6	leading protein	1	1	1
PRT870_1_Q14978	Q14978	NOLC1_HUMAN	Nucleolar and coiled-body phosphoprotein 1	leading protein	1	12	1
PRT870_1_Q8NI08	Q8NI08	NCOA7_HUMAN	Nuclear receptor coactivator 7	leading protein	1	2	1
PRT870_1_Q9Y6M5	Q9Y6M5	ZNT1_HUMAN	Zinc transporter 1	leading protein	1	1	1
PRT870_1_Q8WWY3	Q8WWY3	PRP31_HUMAN	U4/U6 small nuclear ribonucleoprotein Prp31	leading protein	1	14	1
PRT870_1_P08758	P08758	ANXA5_HUMAN	Annexin A5	leading protein	1	3	1
PRT870_1_O43823	O43823	AKAP8_HUMAN	A-kinase anchor protein 8	leading protein	1	2	1
PRT870_1_O14950	O14950	ML12B_HUMAN	Myosin regulatory light chain 12B	leading protein	1	5	0
PRT870_1_Q9BUA3	Q9BUA3	SPNDC_HUMAN	Spindlin interactor and repressor of chromatin-binding protein	leading protein	1	1	1
PRT870_1_Q6P158	Q6P158	DHX57_HUMAN	Putative ATP-dependent RNA helicase DHX57	leading protein	1	6	1
PRT870_1_Q9Y281	Q9Y281	COF2_HUMAN	Cofilin-2	leading protein	1	5	1
PRT870_1_Q01831	Q01831	XPC_HUMAN	DNA repair protein complementing XP-C cells	leading protein	1	1	1
PRT870_1_P37802	P37802	TAGL2_HUMAN	Transgelin-2	leading protein	1	1	1
PRT870_1_Q6P6C2	Q6P6C2	ALKB5_HUMAN	RNA demethylase ALKBH5	leading protein	1	1	1
PRT870_1_O43169	O43169	CYB5B_HUMAN	Cytochrome b5 type B	leading protein	1	3	1
PRT870_1_P61218	P61218	RPAB2_HUMAN	DNA-directed RNA polymerases I, II, and III subunit RPABC2	leading protein	1	3	1
PRT870_1_Q8NHZ8	Q8NHZ8	CDC26_HUMAN	Anaphase-promoting complex subunit CDC26	leading protein	1	1	1
PRT870_1_Q9Y4B5	Q9Y4B5	MTCL1_HUMAN	Microtubule cross-linking factor 1	leading protein	1	1	1
PRT870_1_P15924	P15924	DESP_HUMAN	Desmoplakin	leading protein	1	14	1
PRT870_1_Q9GZN2	Q9GZN2	TGIF2_HUMAN	Homeobox protein TGIF2	leading protein	1	2	1
PRT870_1_P35221	P35221	CTNA1_HUMAN	Catenin alpha-1	leading protein	1	9	1
PRT870_1_Q9UNS1	Q9UNS1	TIM_HUMAN	Protein timeless homolog	leading protein	1	3	1
PRT870_1_Q9Y3E7	Q9Y3E7	CHMP3_HUMAN	Charged multivesicular body protein 3	leading protein	1	1	1
PRT870_1_O00505	O00505	IMA4_HUMAN	Importin subunit alpha-4	leading protein	1	7	1
PRT870_1_Q9H2H9	Q9H2H9	S38A1_HUMAN	Sodium-coupled neutral amino acid transporter 1	leading protein	1	4	1
PRT870_1_Q9Y266	Q9Y266	NUDC_HUMAN	Nuclear migration protein nudC	leading protein	1	52	1
PRT870_1_Q15276	Q15276	RABE1_HUMAN	Rab GTPase-binding effector protein 1	leading protein	1	1	1
PRT870_1_Q9NQA3	Q9NQA3	WASH6_HUMAN	WAS protein family homolog 6	leading protein	1	1	1
PRT870_1_Q14CW9	Q14CW9	AT7L3_HUMAN	Ataxin-7-like protein 3	leading protein	1	1	1
PRT870_1_P40425	P40425	PBX2_HUMAN	Pre-B-cell leukemia transcription factor 2	leading protein	1	1	1
PRT870_1_Q6GYQ0	Q6GYQ0	RGPA1_HUMAN	Ral GTPase-activating protein subunit alpha-1	leading protein	1	4	1
PRT870_1_Q9UH99	Q9UH99	SUN2_HUMAN	SUN domain-containing protein 2	leading protein	1	1	1
PRT870_1_Q9Y608	Q9Y608	LRRF2_HUMAN	Leucine-rich repeat flightless-interacting protein 2	leading protein	1	3	1
PRT870_1_P35606	P35606	COPB2_HUMAN	Coatomer subunit beta'	leading protein	1	5	1
PRT870_1_P80297	P80297	MT1X_HUMAN	Metallothionein-1X	leading protein	1	1	1
PRT870_1_Q8WV19	Q8WV19	SFT2A_HUMAN	Vesicle transport protein SFT2A	leading protein	1	4	1
PRT870_1_P0CAP2	P0CAP2	GRL1A_HUMAN	DNA-directed RNA polymerase II subunit GRINL1A	leading protein	1	3	0
PRT870_1_O95747	O95747	OXSR1_HUMAN	Serine/threonine-protein kinase OSR1	leading protein	1	10	1
PRT870_1_Q9BZL6	Q9BZL6	KPCD2_HUMAN	Serine/threonine-protein kinase D2	leading protein	1	3	1
PRT870_1_P09382	P09382	LEG1_HUMAN	Galectin-1	leading protein	1	1	1
PRT870_1_A2RRP1	A2RRP1	NBAS_HUMAN	Neuroblastoma-amplified sequence	leading protein	1	6	1
PRT870_1_Q8NDI1	Q8NDI1	EHBP1_HUMAN	EH domain-binding protein 1	leading protein	1	2	1
PRT870_1_O15446	O15446	RPA34_HUMAN	DNA-directed RNA polymerase I subunit RPA34	leading protein	1	1	1
PRT870_1_Q6PJG2	Q6PJG2	MDEAS_HUMAN	Mitotic deacetylase-associated SANT domain protein	leading protein	1	2	1
PRT870_1_Q92766	Q92766	RREB1_HUMAN	Ras-responsive element-binding protein 1	leading protein	1	1	1
PRT870_1_Q8IVT5	Q8IVT5	KSR1_HUMAN	Kinase suppressor of Ras 1	leading protein	1	8	1
PRT870_1_O43852	O43852	CALU_HUMAN	Calumenin	leading protein	1	4	1
PRT870_1_Q9H0D6	Q9H0D6	XRN2_HUMAN	5'-3' exoribonuclease 2	leading protein	1	6	1
PRT870_1_Q6ZNJ1	Q6ZNJ1	NBEL2_HUMAN	Neurobeachin-like protein 2	leading protein	1	1	1
PRT870_1_Q9NRY4	Q9NRY4	RHG35_HUMAN	Rho GTPase-activating protein 35	leading protein	1	3	1
PRT870_1_Q09161	Q09161	NCBP1_HUMAN	Nuclear cap-binding protein subunit 1	leading protein	1	9	1
PRT870_1_Q9P035	Q9P035	HACD3_HUMAN	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	leading protein	1	5	1
PRT870_1_P15311	P15311	EZRI_HUMAN	Ezrin	leading protein	1	1	1
PRT870_1_Q14008	Q14008	CKAP5_HUMAN	Cytoskeleton-associated protein 5	leading protein	1	1	1
PRT870_1_Q8N3V7	Q8N3V7	SYNPO_HUMAN	Synaptopodin	leading protein	1	3	1
PRT870_1_O75976	O75976	CBPD_HUMAN	Carboxypeptidase D	leading protein	1	2	1
PRT870_1_Q9NYL9	Q9NYL9	TMOD3_HUMAN	Tropomodulin-3	leading protein	1	2	1
PRT870_1_O15061	O15061	SYNEM_HUMAN	Synemin	leading protein	1	3	1
PRT870_1_O15047	O15047	SET1A_HUMAN	Histone-lysine N-methyltransferase SETD1A	leading protein	1	1	1
PRT870_1_Q9UBC2	Q9UBC2	EP15R_HUMAN	Epidermal growth factor receptor substrate 15-like 1	leading protein	1	3	1
PRT870_1_O95628	O95628	CNOT4_HUMAN	CCR4-NOT transcription complex subunit 4	leading protein	1	2	1
PRT870_1_O95425	O95425	SVIL_HUMAN	Supervillin	leading protein	1	2	1
PRT870_1_Q14004	Q14004	CDK13_HUMAN	Cyclin-dependent kinase 13	leading protein	1	3	1
