protein_id	accession	symbol	name	protein_type	pep_count	psm_count	uniq_pep_count
PRT870_1_E9PAV3	E9PAV3	NACAM_HUMAN	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	Representative isoform	1	129	0
PRT870_1_Q15154	Q15154	PCM1_HUMAN	Pericentriolar material 1 protein	Representative isoform	1	5	1
PRT870_1_Q63HN8	Q63HN8	RN213_HUMAN	E3 ubiquitin-protein ligase RNF213	Representative isoform	1	1	1
PRT870_1_Q9BXP5	Q9BXP5	SRRT_HUMAN	Serrate RNA effector molecule homolog	Representative isoform	1	3	1
PRT870_1_Q7Z3K3	Q7Z3K3	POGZ_HUMAN	Pogo transposable element with ZNF domain	Representative isoform	1	6	1
PRT870_1_Q06265	Q06265	EXOS9_HUMAN	Exosome complex component RRP45	Representative isoform	1	3	1
PRT870_1_P18583	P18583	SON_HUMAN	Protein SON	Representative isoform	1	4	1
PRT870_1_Q9GZN2	Q9GZN2	TGIF2_HUMAN	Homeobox protein TGIF2	Representative isoform	1	2	1
PRT870_1_Q27J81	Q27J81	INF2_HUMAN	Inverted formin-2	Representative isoform	1	2	1
PRT870_1_P42679	P42679	MATK_HUMAN	Megakaryocyte-associated tyrosine-protein kinase	Representative isoform	1	3	1
PRT870_1_P78346	P78346	RPP30_HUMAN	Ribonuclease P protein subunit p30	Representative isoform	1	4	1
PRT870_1_Q9H0S4	Q9H0S4	DDX47_HUMAN	Probable ATP-dependent RNA helicase DDX47	Representative isoform	1	6	1
PRT870_1_Q86YP4	Q86YP4	P66A_HUMAN	Transcriptional repressor p66-alpha	Representative isoform	1	2	1
PRT870_1_P08047	P08047	SP1_HUMAN	Transcription factor Sp1	Representative isoform	1	5	1
PRT870_1_Q12872	Q12872	SFSWA_HUMAN	Splicing factor, suppressor of white-apricot homolog	Representative isoform	1	5	1
PRT870_1_Q8NFG4	Q8NFG4	FLCN_HUMAN	Folliculin	Representative isoform	1	1	1
PRT870_1_Q9UNF0	Q9UNF0	PACN2_HUMAN	Protein kinase C and casein kinase substrate in neurons protein 2	Representative isoform	1	16	1
PRT870_1_Q15029	Q15029	U5S1_HUMAN	116 kDa U5 small nuclear ribonucleoprotein component	Representative isoform	1	26	1
PRT870_1_O60524	O60524	NEMF_HUMAN	Nuclear export mediator factor NEMF	Representative isoform	1	4	1
PRT870_1_Q15390	Q15390	MTFR1_HUMAN	Mitochondrial fission regulator 1	Representative isoform	1	5	1
PRT870_1_P49815	P49815	TSC2_HUMAN	Tuberin	Representative isoform	1	6	1
PRT870_1_Q01813	Q01813	PFKAP_HUMAN	ATP-dependent 6-phosphofructokinase, platelet type	Representative isoform	1	1	1
PRT870_1_Q96HR8	Q96HR8	NAF1_HUMAN	H/ACA ribonucleoprotein complex non-core subunit NAF1	Representative isoform	1	14	1
PRT870_1_Q9UHB7	Q9UHB7	AFF4_HUMAN	AF4/FMR2 family member 4	Representative isoform	1	4	1
PRT870_1_O76094	O76094	SRP72_HUMAN	Signal recognition particle subunit SRP72	Representative isoform	1	4	1
PRT870_1_Q9UBC2	Q9UBC2	EP15R_HUMAN	Epidermal growth factor receptor substrate 15-like 1	Representative isoform	1	3	1
PRT870_1_Q68D10	Q68D10	SPT2_HUMAN	Protein SPT2 homolog	Representative isoform	1	2	1
PRT870_1_Q9NWH9	Q9NWH9	SLTM_HUMAN	SAFB-like transcription modulator	Representative isoform	1	4	1
PRT870_1_O95831	O95831	AIFM1_HUMAN	Apoptosis-inducing factor 1, mitochondrial	Representative isoform	1	3	1
PRT870_1_P49023	P49023	PAXI_HUMAN	Paxillin	Representative isoform	1	3	1
PRT870_1_P30622	P30622	CLIP1_HUMAN	CAP-Gly domain-containing linker protein 1	Representative isoform	1	4	1
PRT870_1_Q14978	Q14978	NOLC1_HUMAN	Nucleolar and coiled-body phosphoprotein 1	Representative isoform	1	12	1
PRT870_1_Q15084	Q15084	PDIA6_HUMAN	Protein disulfide-isomerase A6	Representative isoform	1	7	1
PRT870_1_Q0ZGT2	Q0ZGT2	NEXN_HUMAN	Nexilin	Representative isoform	1	2	1
PRT870_1_O95671	O95671	ASML_HUMAN	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein	Representative isoform	1	4	1
PRT870_1_P43487	P43487	RANG_HUMAN	Ran-specific GTPase-activating protein	Representative isoform	1	6	1
PRT870_1_Q12857	Q12857	NFIA_HUMAN	Nuclear factor 1 A-type	Representative isoform	1	2	1
PRT870_1_O00541	O00541	PESC_HUMAN	Pescadillo homolog	Representative isoform	1	4	1
PRT870_1_Q92766	Q92766	RREB1_HUMAN	Ras-responsive element-binding protein 1	Representative isoform	1	1	1
PRT870_1_P40763	P40763	STAT3_HUMAN	Signal transducer and activator of transcription 3	Representative isoform	1	1	1
PRT870_1_Q9P2D1	Q9P2D1	CHD7_HUMAN	Chromodomain-helicase-DNA-binding protein 7	Representative isoform	1	3	1
PRT870_1_O60502	O60502	OGA_HUMAN	Protein O-GlcNAcase	Representative isoform	1	4	1
PRT870_1_O00499	O00499	BIN1_HUMAN	Myc box-dependent-interacting protein 1	Representative isoform	1	2	1
PRT870_1_P18206	P18206	VINC_HUMAN	Vinculin	Representative isoform	1	1	1
PRT870_1_P28290	P28290	ITPI2_HUMAN	Protein ITPRID2	Representative isoform	1	2	1
PRT870_1_O15061	O15061	SYNEM_HUMAN	Synemin	Representative isoform	1	3	1
PRT870_1_Q2VPK5	Q2VPK5	CTU2_HUMAN	Cytoplasmic tRNA 2-thiolation protein 2	Representative isoform	1	2	1
PRT870_1_P49841	P49841	GSK3B_HUMAN	Glycogen synthase kinase-3 beta	Representative isoform	1	1	1
PRT870_1_Q8TEW0	Q8TEW0	PARD3_HUMAN	Partitioning defective 3 homolog	Representative isoform	1	7	1
PRT870_1_O95197	O95197	RTN3_HUMAN	Reticulon-3	Representative isoform	1	10	1
PRT870_1_P35580	P35580	MYH10_HUMAN	Myosin-10	Representative isoform	1	7	1
PRT870_1_Q96P48	Q96P48	ARAP1_HUMAN	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	Representative isoform	1	1	1
PRT870_1_P10644	P10644	KAP0_HUMAN	cAMP-dependent protein kinase type I-alpha regulatory subunit	Representative isoform	1	3	1
PRT870_1_Q15020	Q15020	SART3_HUMAN	Squamous cell carcinoma antigen recognized by T-cells 3	Representative isoform	1	10	1
PRT870_1_Q53EL6	Q53EL6	PDCD4_HUMAN	Programmed cell death protein 4	Representative isoform	1	2	1
PRT870_1_P00338	P00338	LDHA_HUMAN	L-lactate dehydrogenase A chain	Representative isoform	1	3	1
PRT870_1_Q5T8D3	Q5T8D3	ACBD5_HUMAN	Acyl-CoA-binding domain-containing protein 5	Representative isoform	1	1	1
PRT870_1_Q8NEY1	Q8NEY1	NAV1_HUMAN	Neuron navigator 1	Representative isoform	1	4	1
PRT870_1_P50991	P50991	TCPD_HUMAN	T-complex protein 1 subunit delta	Representative isoform	1	8	1
PRT870_1_P60174	P60174	TPIS_HUMAN	Triosephosphate isomerase	Representative isoform	1	2	1
PRT870_1_Q8NI27	Q8NI27	THOC2_HUMAN	THO complex subunit 2	Representative isoform	1	4	1
PRT870_1_Q05655	Q05655	KPCD_HUMAN	Protein kinase C delta type	Representative isoform	1	3	1
PRT870_1_Q9Y5Q9	Q9Y5Q9	TF3C3_HUMAN	General transcription factor 3C polypeptide 3	Representative isoform	1	10	1
PRT870_1_Q9BWW4	Q9BWW4	SSBP3_HUMAN	Single-stranded DNA-binding protein 3	Representative isoform	1	2	1
PRT870_1_Q8TF74	Q8TF74	WIPF2_HUMAN	WAS/WASL-interacting protein family member 2	Representative isoform	1	4	1
PRT870_1_O15027	O15027	SC16A_HUMAN	Protein transport protein Sec16A	Representative isoform	1	1	1
PRT870_1_Q9BZ95	Q9BZ95	NSD3_HUMAN	Histone-lysine N-methyltransferase NSD3	Representative isoform	1	3	1
PRT870_1_Q9NTJ3	Q9NTJ3	SMC4_HUMAN	Structural maintenance of chromosomes protein 4	Representative isoform	1	21	1
PRT870_1_O75971	O75971	SNPC5_HUMAN	snRNA-activating protein complex subunit 5	Representative isoform	1	5	1
PRT870_1_Q6UUV7	Q6UUV7	CRTC3_HUMAN	CREB-regulated transcription coactivator 3	Representative isoform	1	3	1
PRT870_1_Q9UIG0	Q9UIG0	BAZ1B_HUMAN	Tyrosine-protein kinase BAZ1B	Representative isoform	1	12	1
PRT870_1_P33527	P33527	MRP1_HUMAN	Multidrug resistance-associated protein 1	Representative isoform	1	3	1
PRT870_1_Q9Y2X7	Q9Y2X7	GIT1_HUMAN	ARF GTPase-activating protein GIT1	Representative isoform	1	4	1
PRT870_1_O00559	O00559	RCAS1_HUMAN	Receptor-binding cancer antigen expressed on SiSo cells	Representative isoform	1	4	1
PRT870_1_Q9UMZ2	Q9UMZ2	SYNRG_HUMAN	Synergin gamma	Representative isoform	1	3	1
PRT870_1_P49407	P49407	ARRB1_HUMAN	Beta-arrestin-1	Representative isoform	1	3	1
PRT870_1_Q96N64	Q96N64	PWP2A_HUMAN	PWWP domain-containing protein 2A	Representative isoform	1	3	1
PRT870_1_P30260	P30260	CDC27_HUMAN	Cell division cycle protein 27 homolog	Representative isoform	1	1	1
PRT870_1_Q5T4S7	Q5T4S7	UBR4_HUMAN	E3 ubiquitin-protein ligase UBR4	Representative isoform	1	2	1
PRT870_1_Q6GYQ0	Q6GYQ0	RGPA1_HUMAN	Ral GTPase-activating protein subunit alpha-1	Representative isoform	1	4	1
PRT870_1_Q9HAW4	Q9HAW4	CLSPN_HUMAN	Claspin	Representative isoform	1	4	1
PRT870_1_P35606	P35606	COPB2_HUMAN	Coatomer subunit beta'	Representative isoform	1	5	1
PRT870_1_Q9UH99	Q9UH99	SUN2_HUMAN	SUN domain-containing protein 2	Representative isoform	1	1	1
PRT870_1_Q9BZ23	Q9BZ23	PANK2_HUMAN	Pantothenate kinase 2, mitochondrial	Representative isoform	1	2	1
PRT870_1_Q96K21	Q96K21	ANCHR_HUMAN	Abscission/NoCut checkpoint regulator	Representative isoform	1	4	1
PRT870_1_Q02241	Q02241	KIF23_HUMAN	Kinesin-like protein KIF23	Representative isoform	1	3	1
PRT870_1_Q9H8Y8	Q9H8Y8	GORS2_HUMAN	Golgi reassembly-stacking protein 2	Representative isoform	1	3	1
PRT870_1_Q8TF01	Q8TF01	PNISR_HUMAN	Arginine/serine-rich protein PNISR	Representative isoform	1	4	1
PRT870_1_Q9UNS1	Q9UNS1	TIM_HUMAN	Protein timeless homolog	Representative isoform	1	3	1
PRT870_1_Q8N7R7	Q8N7R7	CCYL1_HUMAN	Cyclin-Y-like protein 1	Representative isoform	1	2	1
PRT870_1_Q96EZ8	Q96EZ8	MCRS1_HUMAN	Microspherule protein 1	Representative isoform	1	5	1
PRT870_1_Q9Y606	Q9Y606	TRUA_HUMAN	tRNA pseudouridine synthase A	Representative isoform	1	6	1
PRT870_1_Q9UPN3	Q9UPN3	MACF1_HUMAN	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	Representative isoform	1	5	1
PRT870_1_Q14789	Q14789	GOGB1_HUMAN	Golgin subfamily B member 1	Representative isoform	1	1	1
PRT870_1_Q14738	Q14738	2A5D_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	Representative isoform	1	1	1
PRT870_1_O00712	O00712	NFIB_HUMAN	Nuclear factor 1 B-type	Representative isoform	1	2	1
PRT870_1_Q14671	Q14671	PUM1_HUMAN	Pumilio homolog 1	Representative isoform	1	3	1
PRT870_1_O75592	O75592	MYCB2_HUMAN	E3 ubiquitin-protein ligase MYCBP2	Representative isoform	1	2	1
PRT870_1_Q15032	Q15032	R3HD1_HUMAN	R3H domain-containing protein 1	Representative isoform	1	2	0
PRT870_1_Q05519	Q05519	SRS11_HUMAN	Serine/arginine-rich splicing factor 11	Representative isoform	1	4	1
PRT870_1_Q9H7Z6	Q9H7Z6	KAT8_HUMAN	Histone acetyltransferase KAT8	Representative isoform	1	1	1
PRT870_1_Q9H9J4	Q9H9J4	UBP42_HUMAN	Ubiquitin carboxyl-terminal hydrolase 42	Representative isoform	1	2	1
PRT870_1_Q8IWS0	Q8IWS0	PHF6_HUMAN	PHD finger protein 6	Representative isoform	1	3	1
PRT870_1_Q3V6T2	Q3V6T2	GRDN_HUMAN	Girdin	Representative isoform	1	3	1
PRT870_1_Q01433	Q01433	AMPD2_HUMAN	AMP deaminase 2	Representative isoform	1	3	1
PRT870_1_P53621	P53621	COPA_HUMAN	Coatomer subunit alpha	Representative isoform	1	4	1
PRT870_1_Q6UN15	Q6UN15	FIP1_HUMAN	Pre-mRNA 3'-end-processing factor FIP1	Representative isoform	1	11	1
PRT870_1_O75410	O75410	TACC1_HUMAN	Transforming acidic coiled-coil-containing protein 1	Representative isoform	1	1	1
PRT870_1_P35221	P35221	CTNA1_HUMAN	Catenin alpha-1	Representative isoform	1	9	1
PRT870_1_Q8NI08	Q8NI08	NCOA7_HUMAN	Nuclear receptor coactivator 7	Representative isoform	1	2	1
PRT870_1_P61244	P61244	MAX_HUMAN	Protein max	Representative isoform	1	6	1
PRT870_1_Q6P6C2	Q6P6C2	ALKB5_HUMAN	RNA demethylase ALKBH5	Representative isoform	1	1	1
PRT870_1_Q9Y4F1	Q9Y4F1	FARP1_HUMAN	FERM, ARHGEF and pleckstrin domain-containing protein 1	Representative isoform	1	5	1
PRT870_1_Q7Z460	Q7Z460	CLAP1_HUMAN	CLIP-associating protein 1	Representative isoform	1	1	1
PRT870_1_Q15910	Q15910	EZH2_HUMAN	Histone-lysine N-methyltransferase EZH2	Representative isoform	1	1	1
PRT870_1_P54274	P54274	TERF1_HUMAN	Telomeric repeat-binding factor 1	Representative isoform	1	2	1
PRT870_1_P68402	P68402	PA1B2_HUMAN	Platelet-activating factor acetylhydrolase IB subunit beta	Representative isoform	1	4	1
PRT870_1_Q8WZ73	Q8WZ73	RFFL_HUMAN	E3 ubiquitin-protein ligase rififylin	Representative isoform	1	1	1
PRT870_1_Q93100	Q93100	KPBB_HUMAN	Phosphorylase b kinase regulatory subunit beta	Representative isoform	1	2	1
PRT870_1_Q6XQN6	Q6XQN6	PNCB_HUMAN	Nicotinate phosphoribosyltransferase	Representative isoform	1	1	1
PRT870_1_Q5TAQ9	Q5TAQ9	DCAF8_HUMAN	DDB1- and CUL4-associated factor 8	Representative isoform	1	8	1
PRT870_1_P0CAP2	P0CAP2	GRL1A_HUMAN	DNA-directed RNA polymerase II subunit GRINL1A	Representative isoform	1	3	0
PRT870_1_Q15637	Q15637	SF01_HUMAN	Splicing factor 1	Representative isoform	1	39	1
PRT870_1_Q8NHH9	Q8NHH9	ATLA2_HUMAN	Atlastin-2	Representative isoform	1	1	1
PRT870_1_P37802	P37802	TAGL2_HUMAN	Transgelin-2	Representative isoform	1	1	1
PRT870_1_O75674	O75674	TM1L1_HUMAN	TOM1-like protein 1	Representative isoform	1	2	1
PRT870_1_O43318	O43318	M3K7_HUMAN	Mitogen-activated protein kinase kinase kinase 7	Representative isoform	1	2	1
PRT870_1_Q8NHV4	Q8NHV4	NEDD1_HUMAN	Protein NEDD1	Representative isoform	1	2	1
PRT870_1_P08048	P08048	ZFY_HUMAN	Zinc finger Y-chromosomal protein	Representative isoform	1	1	0
PRT870_1_Q8IY67	Q8IY67	RAVR1_HUMAN	Ribonucleoprotein PTB-binding 1	Representative isoform	1	6	1
PRT870_1_O43237	O43237	DC1L2_HUMAN	Cytoplasmic dynein 1 light intermediate chain 2	Representative isoform	1	8	1
PRT870_1_Q02447	Q02447	SP3_HUMAN	Transcription factor Sp3	Representative isoform	1	8	1
PRT870_1_Q9H0D6	Q9H0D6	XRN2_HUMAN	5'-3' exoribonuclease 2	Representative isoform	1	6	1
PRT870_1_P78314	P78314	3BP2_HUMAN	SH3 domain-binding protein 2	Representative isoform	1	3	1
PRT870_1_Q12982	Q12982	BNIP2_HUMAN	BCL2/adenovirus E1B 19 kDa protein-interacting protein 2	Representative isoform	1	3	1
PRT870_1_Q13620	Q13620	CUL4B_HUMAN	Cullin-4B	Representative isoform	1	3	1
PRT870_1_P48634	P48634	PRC2A_HUMAN	Protein PRRC2A	Representative isoform	1	1	1
PRT870_1_Q9NRF2	Q9NRF2	SH2B1_HUMAN	SH2B adapter protein 1	Representative isoform	1	3	1
PRT870_1_Q12873	Q12873	CHD3_HUMAN	Chromodomain-helicase-DNA-binding protein 3	Representative isoform	1	3	1
PRT870_1_P49759	P49759	CLK1_HUMAN	Dual specificity protein kinase CLK1	Representative isoform	1	1	1
PRT870_1_Q9NWV8	Q9NWV8	BABA1_HUMAN	BRISC and BRCA1-A complex member 1	Representative isoform	1	4	1
PRT870_1_P35613	P35613	BASI_HUMAN	Basigin	Representative isoform	1	4	1
PRT870_1_Q96G74	Q96G74	OTUD5_HUMAN	OTU domain-containing protein 5	Representative isoform	1	3	1
PRT870_1_Q69YQ0	Q69YQ0	CYTSA_HUMAN	Cytospin-A	Representative isoform	1	1	1
PRT870_1_Q99714	Q99714	HCD2_HUMAN	3-hydroxyacyl-CoA dehydrogenase type-2	Representative isoform	1	3	1
PRT870_1_Q86U42	Q86U42	PABP2_HUMAN	Polyadenylate-binding protein 2	Representative isoform	1	2	1
PRT870_1_O43379	O43379	WDR62_HUMAN	WD repeat-containing protein 62	Representative isoform	1	4	1
PRT870_1_Q14137	Q14137	BOP1_HUMAN	Ribosome biogenesis protein BOP1	Representative isoform	1	4	1
PRT870_1_Q13439	Q13439	GOGA4_HUMAN	Golgin subfamily A member 4	Representative isoform	1	3	1
PRT870_1_A0FGR8	A0FGR8	ESYT2_HUMAN	Extended synaptotagmin-2	Representative isoform	1	3	1
PRT870_1_P13693	P13693	TCTP_HUMAN	Translationally-controlled tumor protein	Representative isoform	1	2	1
PRT870_1_Q6P158	Q6P158	DHX57_HUMAN	Putative ATP-dependent RNA helicase DHX57	Representative isoform	1	6	1
PRT870_1_P78371	P78371	TCPB_HUMAN	T-complex protein 1 subunit beta	Representative isoform	1	1	1
PRT870_1_Q14008	Q14008	CKAP5_HUMAN	Cytoskeleton-associated protein 5	Representative isoform	1	1	1
PRT870_1_P06454	P06454	PTMA_HUMAN	Prothymosin alpha	Representative isoform	1	15	1
PRT870_1_P43243	P43243	MATR3_HUMAN	Matrin-3	Representative isoform	1	4	1
PRT870_1_Q01831	Q01831	XPC_HUMAN	DNA repair protein complementing XP-C cells	Representative isoform	1	1	1
PRT870_1_Q96G46	Q96G46	DUS3L_HUMAN	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like	Representative isoform	1	10	1
PRT870_1_Q9UDY2	Q9UDY2	ZO2_HUMAN	Tight junction protein ZO-2	Representative isoform	1	4	1
PRT870_1_Q8WX92	Q8WX92	NELFB_HUMAN	Negative elongation factor B	Representative isoform	1	11	1
PRT870_1_P21333	P21333	FLNA_HUMAN	Filamin-A	Representative isoform	1	5	1
PRT870_1_Q8IVT5	Q8IVT5	KSR1_HUMAN	Kinase suppressor of Ras 1	Representative isoform	1	8	1
PRT870_1_Q86W56	Q86W56	PARG_HUMAN	Poly(ADP-ribose) glycohydrolase	Representative isoform	1	2	1
PRT870_1_Q9Y520	Q9Y520	PRC2C_HUMAN	Protein PRRC2C	Representative isoform	1	2	1
PRT870_1_Q13371	Q13371	PHLP_HUMAN	Phosducin-like protein	Representative isoform	1	1	1
PRT870_1_Q12792	Q12792	TWF1_HUMAN	Twinfilin-1	Representative isoform	1	1	1
PRT870_1_P23396	P23396	RS3_HUMAN	40S ribosomal protein S3	Representative isoform	1	5	1
PRT870_1_P55201	P55201	BRPF1_HUMAN	Peregrin	Representative isoform	1	2	1
PRT870_1_Q5VZL5	Q5VZL5	ZMYM4_HUMAN	Zinc finger MYM-type protein 4	Representative isoform	1	2	1
PRT870_1_P15924	P15924	DESP_HUMAN	Desmoplakin	Representative isoform	1	14	1
PRT870_1_Q14693	Q14693	LPIN1_HUMAN	Phosphatidate phosphatase LPIN1	Representative isoform	1	3	1
PRT870_1_O43432	O43432	IF4G3_HUMAN	Eukaryotic translation initiation factor 4 gamma 3	Representative isoform	1	2	1
PRT870_1_P51608	P51608	MECP2_HUMAN	Methyl-CpG-binding protein 2	Representative isoform	1	8	1
PRT870_1_Q8NEY8	Q8NEY8	PPHLN_HUMAN	Periphilin-1	Representative isoform	1	2	1
PRT870_1_Q9NVT9	Q9NVT9	ARMC1_HUMAN	Armadillo repeat-containing protein 1	Representative isoform	1	2	1
PRT870_1_Q9NVU0	Q9NVU0	RPC5_HUMAN	DNA-directed RNA polymerase III subunit RPC5	Representative isoform	1	2	1
PRT870_1_Q00536	Q00536	CDK16_HUMAN	Cyclin-dependent kinase 16	Representative isoform	1	1	1
PRT870_1_P36915	P36915	GNL1_HUMAN	Guanine nucleotide-binding protein-like 1	Representative isoform	1	2	1
PRT870_1_O75530	O75530	EED_HUMAN	Polycomb protein EED	Representative isoform	1	1	1
PRT870_1_Q14161	Q14161	GIT2_HUMAN	ARF GTPase-activating protein GIT2	Representative isoform	1	1	1
PRT870_1_P29401	P29401	TKT_HUMAN	Transketolase	Representative isoform	1	1	1
PRT870_1_O15173	O15173	PGRC2_HUMAN	Membrane-associated progesterone receptor component 2	Representative isoform	1	6	1
PRT870_1_Q8WUA7	Q8WUA7	TB22A_HUMAN	TBC1 domain family member 22A	Representative isoform	1	2	1
PRT870_1_Q9UPP1	Q9UPP1	PHF8_HUMAN	Histone lysine demethylase PHF8	Representative isoform	1	3	1
PRT870_1_Q9Y3E7	Q9Y3E7	CHMP3_HUMAN	Charged multivesicular body protein 3	Representative isoform	1	1	1
PRT870_1_Q15003	Q15003	CND2_HUMAN	Condensin complex subunit 2	Representative isoform	1	1	1
PRT870_1_O95628	O95628	CNOT4_HUMAN	CCR4-NOT transcription complex subunit 4	Representative isoform	1	2	1
PRT870_1_P55196	P55196	AFAD_HUMAN	Afadin	Representative isoform	1	2	1
PRT870_1_P22234	P22234	PUR6_HUMAN	Multifunctional protein ADE2	Representative isoform	1	1	1
PRT870_1_Q15185	Q15185	TEBP_HUMAN	Prostaglandin E synthase 3	Representative isoform	1	54	1
PRT870_1_Q9BZL6	Q9BZL6	KPCD2_HUMAN	Serine/threonine-protein kinase D2	Representative isoform	1	3	1
PRT870_1_Q16512	Q16512	PKN1_HUMAN	Serine/threonine-protein kinase N1	Representative isoform	1	2	1
PRT870_1_Q01518	Q01518	CAP1_HUMAN	Adenylyl cyclase-associated protein 1	Representative isoform	1	3	1
PRT870_1_P85037	P85037	FOXK1_HUMAN	Forkhead box protein K1	Representative isoform	1	4	1
PRT870_1_O75475	O75475	PSIP1_HUMAN	PC4 and SFRS1-interacting protein	Representative isoform	1	1	1
PRT870_1_Q86WR7	Q86WR7	PRSR2_HUMAN	Proline and serine-rich protein 2	Representative isoform	1	6	1
PRT870_1_Q6ZNJ1	Q6ZNJ1	NBEL2_HUMAN	Neurobeachin-like protein 2	Representative isoform	1	1	1
PRT870_1_P07948	P07948	LYN_HUMAN	Tyrosine-protein kinase Lyn	Representative isoform	1	3	1
PRT870_1_Q9NVU7	Q9NVU7	SDA1_HUMAN	Protein SDA1 homolog	Representative isoform	1	3	1
PRT870_1_P52272	P52272	HNRPM_HUMAN	Heterogeneous nuclear ribonucleoprotein M	Representative isoform	1	1	1
PRT870_1_Q5BKX6	Q5BKX6	S45A4_HUMAN	Solute carrier family 45 member 4	Representative isoform	1	2	1
PRT870_1_Q96EB6	Q96EB6	SIR1_HUMAN	NAD-dependent protein deacetylase sirtuin-1	Representative isoform	1	4	1
PRT870_1_P06493	P06493	CDK1_HUMAN	Cyclin-dependent kinase 1	Representative isoform	1	6	0
PRT870_1_Q5H9R7	Q5H9R7	PP6R3_HUMAN	Serine/threonine-protein phosphatase 6 regulatory subunit 3	Representative isoform	1	6	1
PRT870_1_Q15054	Q15054	DPOD3_HUMAN	DNA polymerase delta subunit 3	Representative isoform	1	3	1
PRT870_1_Q15233	Q15233	NONO_HUMAN	Non-POU domain-containing octamer-binding protein	Representative isoform	1	2	1
PRT870_1_P06744	P06744	G6PI_HUMAN	Glucose-6-phosphate isomerase	Representative isoform	1	1	1
PRT870_1_Q8NBN3	Q8NBN3	TM87A_HUMAN	Transmembrane protein 87A	Representative isoform	1	13	1
PRT870_1_Q99460	Q99460	PSMD1_HUMAN	26S proteasome non-ATPase regulatory subunit 1	Representative isoform	1	1	1
PRT870_1_Q9BXS6	Q9BXS6	NUSAP_HUMAN	Nucleolar and spindle-associated protein 1	Representative isoform	1	3	1
PRT870_1_Q6T4R5	Q6T4R5	NHS_HUMAN	Nance-Horan syndrome protein	Representative isoform	1	1	1
PRT870_1_O43847	O43847	NRDC_HUMAN	Nardilysin	Representative isoform	1	3	1
PRT870_1_P78362	P78362	SRPK2_HUMAN	SRSF protein kinase 2	Representative isoform	1	2	1
PRT870_1_O75976	O75976	CBPD_HUMAN	Carboxypeptidase D	Representative isoform	1	2	1
PRT870_1_P25788	P25788	PSA3_HUMAN	Proteasome subunit alpha type-3	Representative isoform	1	3	1
PRT870_1_Q14004	Q14004	CDK13_HUMAN	Cyclin-dependent kinase 13	Representative isoform	1	3	1
PRT870_1_Q00341	Q00341	VIGLN_HUMAN	Vigilin	Representative isoform	1	3	1
PRT870_1_Q7Z5L9	Q7Z5L9	I2BP2_HUMAN	Interferon regulatory factor 2-binding protein 2	Representative isoform	1	11	1
PRT870_1_Q9H2Y7	Q9H2Y7	ZN106_HUMAN	Zinc finger protein 106	Representative isoform	1	1	1
PRT870_1_Q9UNL2	Q9UNL2	SSRG_HUMAN	Translocon-associated protein subunit gamma	Representative isoform	1	2	1
PRT870_1_Q9UBF8	Q9UBF8	PI4KB_HUMAN	Phosphatidylinositol 4-kinase beta	Representative isoform	1	6	1
PRT870_1_Q5JTH9	Q5JTH9	RRP12_HUMAN	RRP12-like protein	Representative isoform	1	16	1
PRT870_1_O15446	O15446	RPA34_HUMAN	DNA-directed RNA polymerase I subunit RPA34	Representative isoform	1	1	1
PRT870_1_Q70J99	Q70J99	UN13D_HUMAN	Protein unc-13 homolog D	Representative isoform	1	5	1
PRT870_1_O60936	O60936	NOL3_HUMAN	Nucleolar protein 3	Representative isoform	1	1	1
PRT870_1_Q96S66	Q96S66	CLCC1_HUMAN	Chloride channel CLIC-like protein 1	Representative isoform	1	3	1
PRT870_1_Q9H410	Q9H410	DSN1_HUMAN	Kinetochore-associated protein DSN1 homolog	Representative isoform	1	3	1
PRT870_1_Q9BY44	Q9BY44	EIF2A_HUMAN	Eukaryotic translation initiation factor 2A	Representative isoform	1	6	1
PRT870_1_Q8TAQ2	Q8TAQ2	SMRC2_HUMAN	SWI/SNF complex subunit SMARCC2	Representative isoform	1	1	1
PRT870_1_O75643	O75643	U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase	Representative isoform	1	15	1
PRT870_1_P57740	P57740	NU107_HUMAN	Nuclear pore complex protein Nup107	Representative isoform	1	4	1
PRT870_1_A3KN83	A3KN83	SBNO1_HUMAN	Protein strawberry notch homolog 1	Representative isoform	1	1	1
PRT870_1_Q66K74	Q66K74	MAP1S_HUMAN	Microtubule-associated protein 1S	Representative isoform	1	3	1
PRT870_1_Q96QU8	Q96QU8	XPO6_HUMAN	Exportin-6	Representative isoform	1	27	1
PRT870_1_P15291	P15291	B4GT1_HUMAN	Beta-1,4-galactosyltransferase 1	Representative isoform	1	1	1
PRT870_1_Q9UGU0	Q9UGU0	TCF20_HUMAN	Transcription factor 20	Representative isoform	1	3	1
PRT870_1_P30044	P30044	PRDX5_HUMAN	Peroxiredoxin-5, mitochondrial	Representative isoform	1	1	1
PRT870_1_Q9Y4W2	Q9Y4W2	LAS1L_HUMAN	Ribosomal biogenesis protein LAS1L	Representative isoform	1	1	1
